type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,ln_fixed acidity,ln_volatile acidity,ln_citric acid,ln_residual sugar,ln_chlorides,ln_free sulfur dioxide,ln_total sulfur dioxide,ln_density,ln_pH,ln_sulphates,ln_alcohol,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,ln_fixed acidity,ln_volatile acidity,ln_citric acid,ln_residual sugar,ln_chlorides,ln_free sulfur dioxide,ln_total sulfur dioxide,ln_density,ln_pH,ln_sulphates,ln_alcohol,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,0,1.824549292,-1.171182982,-1.46967597,1.193922468,-2.95651156,3.526360525,4.727387819,-0.005726364,1.150572028,-0.733969175,2.128231706,0,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,0,1.824549292,-1.171182982,-1.46967597,1.193922468,-2.95651156,3.526360525,4.727387819,-0.005726364,1.150572028,-0.733969175,2.128231706,0,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5
0,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,0,2.079441542,-1.30933332,-1.108662625,0.182321557,-2.995732274,3.713572067,4.634728988,-0.010030134,1.098612289,-0.798507696,2.517696473,0,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,0,2.079441542,-1.30933332,-1.108662625,0.182321557,-2.995732274,3.713572067,4.634728988,-0.010030134,1.098612289,-0.798507696,2.517696473,0,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6
0,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,0,2.079441542,-1.30933332,-1.108662625,0.182321557,-2.995732274,3.713572067,4.634728988,-0.010030134,1.098612289,-0.798507696,2.517696473,0,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,0,2.079441542,-1.30933332,-1.108662625,0.182321557,-2.995732274,3.713572067,4.634728988,-0.010030134,1.098612289,-0.798507696,2.517696473,0,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6
0,6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,0,1.871802177,-0.891598119,-1.514127733,1.568615918,-2.95651156,3.891820298,4.955827058,-0.005414633,1.1442228,-0.478035801,2.219203484,0,6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,0,1.871802177,-0.891598119,-1.514127733,1.568615918,-2.95651156,3.891820298,4.955827058,-0.005414633,1.1442228,-0.478035801,2.219203484,0,6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5
0,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,0,1.824549292,-1.171182982,-1.46967597,1.193922468,-2.95651156,3.526360525,4.727387819,-0.005726364,1.150572028,-0.733969175,2.128231706,0,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,0,1.824549292,-1.171182982,-1.46967597,1.193922468,-2.95651156,3.526360525,4.727387819,-0.005726364,1.150572028,-0.733969175,2.128231706,0,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5
0,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,0,1.902107526,-0.994252273,-1.386294361,0.916290732,-3.575550769,3.17805383,4.430816799,-0.009141658,1.1442228,-1.021651248,2.459588842,0,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,0,1.902107526,-0.994252273,-1.386294361,0.916290732,-3.575550769,3.17805383,4.430816799,-0.009141658,1.1442228,-1.021651248,2.459588842,0,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6
0,6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,0,1.887069649,-1.560647748,-0.693147181,2.163323026,-3.324236341,3.713572067,5.252273428,-0.00708504,1.085189268,-0.579818495,2.397895273,0,6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,0,1.887069649,-1.560647748,-0.693147181,2.163323026,-3.324236341,3.713572067,5.252273428,-0.00708504,1.085189268,-0.579818495,2.397895273,0,6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,6
0,7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,0,2.014903021,-1.347073648,-1.171182982,0.470003629,-3.442019376,3.583518938,4.691347882,-0.00960599,1.088561953,-0.84397007,2.4765384,0,7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,0,2.014903021,-1.347073648,-1.171182982,0.470003629,-3.442019376,3.583518938,4.691347882,-0.00960599,1.088561953,-0.84397007,2.4765384,0,7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,6
0,7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,0,2.014903021,-1.078809661,-1.272965676,1.386294361,-3.575550769,3.828641396,4.605170186,-0.010474668,1.16315081,-0.693147181,2.58021683,0,7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,0,2.014903021,-1.078809661,-1.272965676,1.386294361,-3.575550769,3.828641396,4.605170186,-0.010474668,1.16315081,-0.693147181,2.58021683,0,7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7
0,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,0,1.902107526,-0.994252273,-1.386294361,0.916290732,-3.575550769,3.17805383,4.430816799,-0.009141658,1.1442228,-1.021651248,2.459588842,0,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,0,1.902107526,-0.994252273,-1.386294361,0.916290732,-3.575550769,3.17805383,4.430816799,-0.009141658,1.1442228,-1.021651248,2.459588842,0,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6
0,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,0,1.85629799,-1.139434283,-1.46967597,2.785011242,-2.900422094,3.583518938,5.170483995,-0.001400981,1.181727195,-0.616186139,2.208274414,0,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,0,1.85629799,-1.139434283,-1.46967597,2.785011242,-2.900422094,3.583518938,5.170483995,-0.001400981,1.181727195,-0.616186139,2.208274414,0,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5
0,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,0,1.902107526,-1.427116356,-1.139434283,2.197224577,-3.772261063,2.995732274,4.691347882,-0.007407367,1.205970807,-1.049822124,2.533696814,0,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,0,1.902107526,-1.427116356,-1.139434283,2.197224577,-3.772261063,2.995732274,4.691347882,-0.007407367,1.205970807,-1.049822124,2.533696814,0,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6
0,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,0,1.85629799,-1.139434283,-1.46967597,2.785011242,-2.900422094,3.583518938,5.170483995,-0.001400981,1.181727195,-0.616186139,2.208274414,0,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,0,1.85629799,-1.139434283,-1.46967597,2.785011242,-2.900422094,3.583518938,5.170483995,-0.001400981,1.181727195,-0.616186139,2.208274414,0,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5
0,7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,0,1.960094784,-0.94160854,-0.235722334,0.336472237,-1.63989712,3.135494216,4.49980967,-0.007911211,1.153731588,-0.776528789,2.351375257,0,7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,0,1.960094784,-0.94160854,-0.235722334,0.336472237,-1.63989712,3.135494216,4.49980967,-0.007911211,1.153731588,-0.776528789,2.351375257,0,7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6
0,8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,0,2.104134154,-1.171182982,-0.84397007,1.945910149,-3.057607677,2.890371758,4.465908119,-0.003726936,1.172482137,-0.446287103,2.360854001,0,8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,0,2.104134154,-1.171182982,-0.84397007,1.945910149,-3.057607677,2.890371758,4.465908119,-0.003726936,1.172482137,-0.446287103,2.360854001,0,8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5
0,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,0,1.902107526,-1.427116356,-1.139434283,2.197224577,-3.772261063,2.995732274,4.691347882,-0.007407367,1.205970807,-1.049822124,2.533696814,0,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,0,1.902107526,-1.427116356,-1.139434283,2.197224577,-3.772261063,2.995732274,4.691347882,-0.007407367,1.205970807,-1.049822124,2.533696814,0,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6
0,5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,0,1.774952351,-1.771956842,-1.237874356,1.131402111,-3.506557897,3.465735903,4.812184355,-0.01092951,1.226712291,-1.108662625,2.617395833,0,5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,0,1.774952351,-1.771956842,-1.237874356,1.131402111,-3.506557897,3.465735903,4.812184355,-0.01092951,1.226712291,-1.108662625,2.617395833,0,5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,7
0,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,0,1.774952351,-1.609437912,-1.46967597,0.405465108,-3.296837366,3.63758616,4.532599493,-0.009838237,1.211940974,-0.713349888,2.48490665,0,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,0,1.774952351,-1.609437912,-1.46967597,0.405465108,-3.296837366,3.63758616,4.532599493,-0.009838237,1.211940974,-0.713349888,2.48490665,0,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6
0,6.6,0.32,0.26,4.6,0.031,26,120,0.99198,3.4,0.73,12.5,0,1.887069649,-1.139434283,-1.347073648,1.526056303,-3.473768074,3.258096538,4.787491743,-0.008052333,1.223775432,-0.314710745,2.525728644,0,6.6,0.32,0.26,4.6,0.031,26,120,0.99198,3.4,0.73,12.5,0,1.887069649,-1.139434283,-1.347073648,1.526056303,-3.473768074,3.258096538,4.787491743,-0.008052333,1.223775432,-0.314710745,2.525728644,0,6.6,0.32,0.26,4.6,0.031,26,120,0.99198,3.4,0.73,12.5,7
0,5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,0,1.774952351,-2.120263536,-1.30933332,1.568615918,-3.506557897,3.688879454,4.700480366,-0.007770109,1.266947603,-0.385662481,2.493205453,0,5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,0,1.774952351,-2.120263536,-1.30933332,1.568615918,-3.506557897,3.688879454,4.700480366,-0.007770109,1.266947603,-0.385662481,2.493205453,0,5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,6
0,5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,0,1.774952351,-1.714798428,-1.237874356,1.526056303,-3.442019376,4.219507705,4.919980926,-0.008445564,1.166270937,-0.967584026,2.424802726,0,5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,0,1.774952351,-1.714798428,-1.237874356,1.526056303,-3.442019376,4.219507705,4.919980926,-0.008445564,1.166270937,-0.967584026,2.424802726,0,5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,6
0,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,0,1.774952351,-1.609437912,-1.46967597,0.405465108,-3.296837366,3.63758616,4.532599493,-0.009838237,1.211940974,-0.713349888,2.48490665,0,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,0,1.774952351,-1.609437912,-1.46967597,0.405465108,-3.296837366,3.63758616,4.532599493,-0.009838237,1.211940974,-0.713349888,2.48490665,0,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6
0,5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,0,1.686398954,-1.771956842,-1.30933332,0.993251773,-3.015934981,3.33220451,4.644390899,-0.007790265,1.241268589,-0.597837001,2.332143895,0,5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,0,1.686398954,-1.771956842,-1.30933332,0.993251773,-3.015934981,3.33220451,4.644390899,-0.007790265,1.241268589,-0.597837001,2.332143895,0,5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,6
0,6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,0,1.808288771,-1.560647748,-1.203972804,1.840549633,-3.244193633,3.850147602,4.912654886,-0.009363703,1.184789985,-1.171182982,2.541601993,0,6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,0,1.808288771,-1.560647748,-1.203972804,1.840549633,-3.244193633,3.850147602,4.912654886,-0.009363703,1.184789985,-1.171182982,2.541601993,0,6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6
0,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,0,1.987874348,-1.386294361,-1.347073648,1.974081026,-3.036554268,3.951243719,5.332718793,-0.004138552,1.137833002,-0.994252273,2.219203484,0,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,0,1.987874348,-1.386294361,-1.347073648,1.974081026,-3.036554268,3.951243719,5.332718793,-0.004138552,1.137833002,-0.994252273,2.219203484,0,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5
0,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,0,1.987874348,-1.386294361,-1.347073648,1.974081026,-3.036554268,3.951243719,5.332718793,-0.004138552,1.137833002,-0.994252273,2.219203484,0,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,0,1.987874348,-1.386294361,-1.347073648,1.974081026,-3.036554268,3.951243719,5.332718793,-0.004138552,1.137833002,-0.994252273,2.219203484,0,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5
0,6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,0,1.824549292,-1.514127733,-1.203972804,2.517696473,-2.918771232,4.682131227,5.023880521,-0.002723706,1.131402111,-0.755022584,2.251291799,0,6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,0,1.824549292,-1.514127733,-1.203972804,2.517696473,-2.918771232,4.682131227,5.023880521,-0.002723706,1.131402111,-0.755022584,2.251291799,0,6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6
0,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,0,1.871802177,-1.30933332,-1.660731207,1.887069649,-3.101092789,4.584967479,5.164785974,-0.006380311,1.150572028,-1.078809661,2.312535424,0,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,0,1.871802177,-1.30933332,-1.660731207,1.887069649,-3.101092789,4.584967479,5.164785974,-0.006380311,1.150572028,-1.078809661,2.312535424,0,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6
0,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,0,1.871802177,-1.30933332,-1.660731207,1.887069649,-3.101092789,4.584967479,5.164785974,-0.006380311,1.150572028,-1.078809661,2.312535424,0,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,0,1.871802177,-1.30933332,-1.660731207,1.887069649,-3.101092789,4.584967479,5.164785974,-0.006380311,1.150572028,-1.078809661,2.312535424,0,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6
0,6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,0,1.887069649,-0.94160854,-1.514127733,1.386294361,-3.270169119,2.833213344,4.584967479,-0.009868534,1.178654996,-0.634878272,2.564949357,0,6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,0,1.887069649,-0.94160854,-1.514127733,1.386294361,-3.270169119,2.833213344,4.584967479,-0.009868534,1.178654996,-0.634878272,2.564949357,0,6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,7
0,6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,0,1.791759469,-1.171182982,-0.967584026,1.568615918,-3.218875825,3.713572067,4.615120517,-0.01037362,1.17557333,-0.579818495,2.57261223,0,6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,0,1.791759469,-1.171182982,-0.967584026,1.568615918,-3.218875825,3.713572067,4.615120517,-0.01037362,1.17557333,-0.579818495,2.57261223,0,6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,6
0,8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,0,2.128231706,-1.46967597,-1.139434283,0.262364264,-3.036554268,4.077537444,4.727387819,-0.00825397,1.131402111,-0.597837001,2.397895273,0,8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,0,2.128231706,-1.46967597,-1.139434283,0.262364264,-3.036554268,4.077537444,4.727387819,-0.00825397,1.131402111,-0.597837001,2.397895273,0,8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6
0,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,0,1.987874348,-1.386294361,-1.347073648,1.974081026,-3.036554268,3.951243719,5.332718793,-0.004138552,1.137833002,-0.994252273,2.219203484,0,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,0,1.987874348,-1.386294361,-1.347073648,1.974081026,-3.036554268,3.951243719,5.332718793,-0.004138552,1.137833002,-0.994252273,2.219203484,0,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5
0,6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,0,1.791759469,-1.514127733,-1.386294361,2.406945108,-2.882403588,4.718498871,5.176149733,-0.003907625,1.124929597,-1.021651248,2.240709689,0,6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,0,1.791759469,-1.514127733,-1.386294361,2.406945108,-2.882403588,4.718498871,5.176149733,-0.003907625,1.124929597,-1.021651248,2.240709689,0,6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,6
0,6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,0,1.824549292,-1.514127733,-1.203972804,2.517696473,-2.918771232,4.682131227,5.023880521,-0.002723706,1.131402111,-0.755022584,2.251291799,0,6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,0,1.824549292,-1.514127733,-1.203972804,2.517696473,-2.918771232,4.682131227,5.023880521,-0.002723706,1.131402111,-0.755022584,2.251291799,0,6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6
0,6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,0,1.808288771,-1.46967597,-1.30933332,2.282382386,-2.900422094,4.304065093,4.8978398,-0.004670892,1.150572028,-0.916290732,2.32238772,0,6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,0,1.808288771,-1.46967597,-1.30933332,2.282382386,-2.900422094,4.304065093,4.8978398,-0.004670892,1.150572028,-0.916290732,2.32238772,0,6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,6
0,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,0,1.871802177,-1.30933332,-1.660731207,1.887069649,-3.101092789,4.584967479,5.164785974,-0.006380311,1.150572028,-1.078809661,2.312535424,0,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,0,1.871802177,-1.30933332,-1.660731207,1.887069649,-3.101092789,4.584967479,5.164785974,-0.006380311,1.150572028,-1.078809661,2.312535424,0,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6
0,7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,0,1.987874348,-1.021651248,-0.616186139,2.587764035,-2.918771232,4.143134726,5.262690189,-0.001360926,1.118414916,-0.713349888,2.151762203,0,7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,0,1.987874348,-1.021651248,-0.616186139,2.587764035,-2.918771232,4.143134726,5.262690189,-0.001360926,1.118414916,-0.713349888,2.151762203,0,7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,4
0,7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,0,2.028148247,-0.994252273,-0.673344553,2.459588842,-2.364460497,4.060443011,5.198497031,-0.002242513,1.068153081,-0.673344553,2.197224577,0,7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,0,2.028148247,-0.994252273,-0.673344553,2.459588842,-2.364460497,4.060443011,5.198497031,-0.002242513,1.068153081,-0.673344553,2.197224577,0,7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,5
0,6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,0,1.902107526,-1.347073648,-0.673344553,2.079441542,-2.780620894,3.912023005,5.267858159,-0.004560383,1.141033005,-0.693147181,2.261763098,0,6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,0,1.902107526,-1.347073648,-0.673344553,2.079441542,-2.780620894,3.912023005,5.267858159,-0.004560383,1.141033005,-0.693147181,2.261763098,0,6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,5
0,7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,0,2.00148,-1.514127733,-1.30933332,0.470003629,-2.864704011,3.80666249,4.584967479,-0.007034685,1.190887565,-0.820980552,2.292534757,0,7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,0,2.00148,-1.514127733,-1.30933332,0.470003629,-2.864704011,3.80666249,4.584967479,-0.007034685,1.190887565,-0.820980552,2.292534757,0,7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,7
0,6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,0,1.808288771,-1.514127733,-1.272965676,2.806386102,-2.830217835,3.988984047,4.905274778,-0.003355624,1.16315081,-0.967584026,2.351375257,0,6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,0,1.808288771,-1.514127733,-1.272965676,2.806386102,-2.830217835,3.988984047,4.905274778,-0.003355624,1.16315081,-0.967584026,2.351375257,0,6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,5
0,7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,0,1.960094784,-1.272965676,-1.171182982,0.405465108,-2.937463365,2.995732274,4.584967479,-0.009353609,1.147402453,-0.693147181,2.433613355,0,7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,0,1.960094784,-1.272965676,-1.171182982,0.405465108,-2.937463365,2.995732274,4.584967479,-0.009353609,1.147402453,-0.693147181,2.433613355,0,7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,5
0,6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,0,1.871802177,-1.049822124,-1.171182982,2.32238772,-2.673648774,4.060443011,5.135798437,-0.003084753,1.156881197,-0.713349888,2.240709689,0,6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,0,1.871802177,-1.049822124,-1.171182982,2.32238772,-2.673648774,4.060443011,5.135798437,-0.003084753,1.156881197,-0.713349888,2.240709689,0,6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,5
0,6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,0,1.916922612,-0.314710745,-1.609437912,1.887069649,-2.918771232,3.218875825,4.17438727,-0.006782952,1.137833002,-1.272965676,2.406945108,0,6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,0,1.916922612,-0.314710745,-1.609437912,1.887069649,-2.918771232,3.218875825,4.17438727,-0.006782952,1.137833002,-1.272965676,2.406945108,0,6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,4
0,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,0,1.791759469,-1.272965676,-1.427116356,2.879198457,-3.057607677,3.737669618,4.709530201,-0.001040541,1.131402111,-0.798507696,2.186051277,0,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,0,1.791759469,-1.272965676,-1.427116356,2.879198457,-3.057607677,3.737669618,4.709530201,-0.001040541,1.131402111,-0.798507696,2.186051277,0,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
0,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,0,1.791759469,-1.272965676,-1.427116356,2.879198457,-3.057607677,3.737669618,4.709530201,-0.001040541,1.131402111,-0.798507696,2.186051277,0,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,0,1.791759469,-1.272965676,-1.427116356,2.879198457,-3.057607677,3.737669618,4.709530201,-0.001040541,1.131402111,-0.798507696,2.186051277,0,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
0,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,0,1.960094784,-1.609437912,-0.994252273,0.405465108,-3.015934981,3.33220451,4.859812404,-0.007770109,1.147402453,-0.653926467,2.379546134,0,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,0,1.960094784,-1.609437912,-0.994252273,0.405465108,-3.015934981,3.33220451,4.859812404,-0.007770109,1.147402453,-0.653926467,2.379546134,0,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5
0,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,0,1.916922612,-1.108662625,-1.171182982,2.00148,-3.101092789,3.526360525,4.96284463,-0.007770109,1.118414916,-0.597837001,2.501435952,0,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,0,1.916922612,-1.108662625,-1.171182982,2.00148,-3.101092789,3.526360525,4.96284463,-0.007770109,1.118414916,-0.597837001,2.501435952,0,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6
