cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,ln_cement,ln_blast_furnace_slag,ln_fly_ash,ln_water,ln_superplasticizer,ln_coarse_aggregate,ln_fine_aggregate ,ln_age,concrete_compressive_strength
376,0,0,214.6,0,1003.5,762.4,56,5.929589143,0,0,5.36877583,0,6.911249168,6.636471352,4.025351691,36.3
376,0,0,214.6,0,1003.5,762.4,100,5.929589143,0,0,5.36877583,0,6.911249168,6.636471352,4.605170186,43.06
500,0,0,140,4,966,853,28,6.214608098,0,0,4.941642423,1.386294361,6.873163834,6.748759547,3.33220451,67.57
475,0,59,142,1.9,1098,641,28,6.163314804,0,4.077537444,4.955827058,0.641853886,7.001245622,6.463029457,3.33220451,57.23
315,137,0,145,5.9,1130,745,28,5.752572639,4.919980926,0,4.976733742,1.774952351,7.029972912,6.613384218,3.33220451,81.75
505,0,60,195,0,1030,630,28,6.224558429,0,4.094344562,5.272999559,0,6.937314081,6.445719819,3.33220451,64.02
451,0,0,165,11.3,1030,745,28,6.11146734,0,0,5.105945474,2.424802726,6.937314081,6.613384218,3.33220451,78.8
516,0,0,162,8.2,801,802,28,6.246106765,0,0,5.087596335,2.104134154,6.685860947,6.687108608,3.33220451,41.37
520,0,0,170,5.2,855,855,28,6.253828812,0,0,5.135798437,1.648658626,6.751101469,6.751101469,3.33220451,60.28
528,0,0,185,6.9,920,720,28,6.269096284,0,0,5.220355825,1.931521412,6.82437367,6.579251212,3.33220451,56.83
520,0,0,175,5.2,870,805,28,6.253828812,0,0,5.164785974,1.648658626,6.768493212,6.690842277,3.33220451,51.02
385,0,136,158,20,903,768,28,5.953243334,0,4.912654886,5.062595033,2.995732274,6.805722553,6.643789733,3.33220451,55.55
500.1,0,0,200,3,1124.4,613.2,28,6.214808078,0,0,5.298317367,1.098612289,7.025004839,6.418691147,3.33220451,44.13
450.1,50,0,200,3,1124.4,613.2,28,6.10946978,3.912023005,0,5.298317367,1.098612289,7.025004839,6.418691147,3.33220451,39.38
397,17.2,158,167,20.8,967,633,28,5.983936281,2.844909384,5.062595033,5.117993812,3.034952987,6.874198495,6.450470422,3.33220451,55.65
333,17.5,163,167,17.9,996,652,28,5.80814249,2.862200881,5.093750201,5.117993812,2.884800713,6.903747258,6.480044562,3.33220451,47.28
334,17.6,158,189,15.3,967,633,28,5.811140993,2.867898902,5.062595033,5.241747015,2.727852828,6.874198495,6.450470422,3.33220451,44.33
405,0,0,175,0,1120,695,28,6.003887067,0,0,5.164785974,0,7.021083964,6.543911846,3.33220451,52.3
200,200,0,190,0,1145,660,28,5.298317367,5.298317367,0,5.247024072,0,7.043159916,6.492239835,3.33220451,49.25
516,0,0,162,8.3,801,802,28,6.246106765,0,0,5.087596335,2.116255515,6.685860947,6.687108608,3.33220451,41.37
145,116,119,184,5.7,833,880,28,4.976733742,4.753590191,4.779123493,5.214935758,1.740466175,6.725033642,6.779921907,3.33220451,29.16
160,128,122,182,6.4,824,879,28,5.075173815,4.852030264,4.804021045,5.204006687,1.85629799,6.71417053,6.778784898,3.33220451,39.4
234,156,0,189,5.9,981,760,28,5.455321115,5.049856007,0,5.241747015,1.774952351,6.88857246,6.633318433,3.33220451,39.3
250,180,95,159,9.5,860,800,28,5.521460918,5.192956851,4.553876892,5.068904202,2.251291799,6.756932389,6.684611728,3.33220451,67.87
475,0,0,162,9.5,1044,662,28,6.163314804,0,0,5.087596335,2.251291799,6.950814768,6.495265556,3.33220451,58.52
285,190,0,163,7.6,1031,685,28,5.65248918,5.247024072,0,5.093750201,2.028148247,6.938284484,6.529418838,3.33220451,53.58
356,119,0,160,9,1061,657,28,5.874930731,4.779123493,0,5.075173815,2.197224577,6.966967139,6.487684018,3.33220451,59
275,180,120,162,10.4,830,765,28,5.616771098,5.192956851,4.787491743,5.087596335,2.341805806,6.721425701,6.639875834,3.33220451,76.24
500,0,0,151,9,1033,655,28,6.214608098,0,0,5.017279837,2.197224577,6.940222469,6.484635236,3.33220451,69.84
165,0,143.6,163.8,0,1005.6,900.9,3,5.105945474,0,4.967031657,5.098646171,0,6.913339657,6.803394264,1.098612289,14.4
165,128.5,132.1,175.1,8.1,1005.8,746.6,3,5.105945474,4.855928904,4.883559212,5.165357239,2.091864062,6.913538524,6.615529566,1.098612289,19.42
178,129.8,118.6,179.9,3.6,1007.3,746.8,3,5.18178355,4.865994804,4.775756487,5.192401141,1.280933845,6.915028763,6.615797412,1.098612289,20.73
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,5.120386158,4.866764924,4.856706812,5.167639043,2.054123734,6.914035517,6.615529566,1.098612289,14.94
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,5.149817358,2.610069793,5.149817358,5.054971108,1.410986974,6.914035517,6.752737557,1.098612289,21.29
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,5.156177599,3.914021008,5.156177599,5.104732617,1.871802177,6.913936138,6.67645354,1.098612289,23.08
167,75.4,167,164,7.9,1007.3,770.1,3,5.117993812,4.322807275,5.117993812,5.099866428,2.066862759,6.915028763,6.646520377,1.098612289,15.52
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,5.157905213,4.536891345,5.07454862,5.149237144,2.272125886,6.914929483,6.615529566,1.098612289,15.82
190.3,0,125.2,166.6,9.9,1079,798.9,3,5.248601774,0,4.829912459,5.11559573,2.292534757,6.983789965,6.683235781,1.098612289,12.55
250,0,95.7,191.8,5.3,948.9,857.2,3,5.521460918,0,4.561218298,5.256453162,1.667706821,6.855303419,6.753671264,1.098612289,8.49
213.5,0,174.2,159.2,11.7,1043.6,771.9,3,5.363636833,0,5.160204064,5.070161273,2.459588842,6.950431553,6.648855008,1.098612289,15.61
194.7,0,100.5,170.2,7.5,998,901.8,3,5.271459912,0,4.610157727,5.136974216,2.014903021,6.905753276,6.804392766,1.098612289,12.18
251.4,0,118.3,192.9,5.8,1043.6,754.3,3,5.527045296,0,4.773223771,5.26217192,1.757857918,6.950431553,6.625790167,1.098612289,11.98
165,0,143.6,163.8,0,1005.6,900.9,14,5.105945474,0,4.967031657,5.098646171,0,6.913339657,6.803394264,2.63905733,16.88
165,128.5,132.1,175.1,8.1,1005.8,746.6,14,5.105945474,4.855928904,4.883559212,5.165357239,2.091864062,6.913538524,6.615529566,2.63905733,33.09
178,129.8,118.6,179.9,3.6,1007.3,746.8,14,5.18178355,4.865994804,4.775756487,5.192401141,1.280933845,6.915028763,6.615797412,2.63905733,34.24
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,5.120386158,4.866764924,4.856706812,5.167639043,2.054123734,6.914035517,6.615529566,2.63905733,31.81
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,5.149817358,2.610069793,5.149817358,5.054971108,1.410986974,6.914035517,6.752737557,2.63905733,29.75
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,5.156177599,3.914021008,5.156177599,5.104732617,1.871802177,6.913936138,6.67645354,2.63905733,33.01
167,75.4,167,164,7.9,1007.3,770.1,14,5.117993812,4.322807275,5.117993812,5.099866428,2.066862759,6.915028763,6.646520377,2.63905733,32.9
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,5.157905213,4.536891345,5.07454862,5.149237144,2.272125886,6.914929483,6.615529566,2.63905733,29.55
190.3,0,125.2,166.6,9.9,1079,798.9,14,5.248601774,0,4.829912459,5.11559573,2.292534757,6.983789965,6.683235781,2.63905733,19.42
250,0,95.7,191.8,5.3,948.9,857.2,14,5.521460918,0,4.561218298,5.256453162,1.667706821,6.855303419,6.753671264,2.63905733,24.66
213.5,0,174.2,159.2,11.7,1043.6,771.9,14,5.363636833,0,5.160204064,5.070161273,2.459588842,6.950431553,6.648855008,2.63905733,29.59
194.7,0,100.5,170.2,7.5,998,901.8,14,5.271459912,0,4.610157727,5.136974216,2.014903021,6.905753276,6.804392766,2.63905733,24.28
251.4,0,118.3,192.9,5.8,1043.6,754.3,14,5.527045296,0,4.773223771,5.26217192,1.757857918,6.950431553,6.625790167,2.63905733,20.73
165,0,143.6,163.8,0,1005.6,900.9,28,5.105945474,0,4.967031657,5.098646171,0,6.913339657,6.803394264,3.33220451,26.2
165,128.5,132.1,175.1,8.1,1005.8,746.6,28,5.105945474,4.855928904,4.883559212,5.165357239,2.091864062,6.913538524,6.615529566,3.33220451,46.39
178,129.8,118.6,179.9,3.6,1007.3,746.8,28,5.18178355,4.865994804,4.775756487,5.192401141,1.280933845,6.915028763,6.615797412,3.33220451,39.16
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,5.120386158,4.866764924,4.856706812,5.167639043,2.054123734,6.914035517,6.615529566,3.33220451,41.2
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,5.149817358,2.610069793,5.149817358,5.054971108,1.410986974,6.914035517,6.752737557,3.33220451,33.69
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,5.156177599,3.914021008,5.156177599,5.104732617,1.871802177,6.913936138,6.67645354,3.33220451,38.2
167,75.4,167,164,7.9,1007.3,770.1,28,5.117993812,4.322807275,5.117993812,5.099866428,2.066862759,6.915028763,6.646520377,3.33220451,41.41
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,5.157905213,4.536891345,5.07454862,5.149237144,2.272125886,6.914929483,6.615529566,3.33220451,37.81
190.3,0,125.2,166.6,9.9,1079,798.9,28,5.248601774,0,4.829912459,5.11559573,2.292534757,6.983789965,6.683235781,3.33220451,24.85
250,0,95.7,191.8,5.3,948.9,857.2,28,5.521460918,0,4.561218298,5.256453162,1.667706821,6.855303419,6.753671264,3.33220451,27.22
213.5,0,174.2,159.2,11.7,1043.6,771.9,28,5.363636833,0,5.160204064,5.070161273,2.459588842,6.950431553,6.648855008,3.33220451,44.64
194.7,0,100.5,170.2,7.5,998,901.8,28,5.271459912,0,4.610157727,5.136974216,2.014903021,6.905753276,6.804392766,3.33220451,37.27
251.4,0,118.3,192.9,5.8,1043.6,754.3,28,5.527045296,0,4.773223771,5.26217192,1.757857918,6.950431553,6.625790167,3.33220451,33.27
165,0,143.6,163.8,0,1005.6,900.9,56,5.105945474,0,4.967031657,5.098646171,0,6.913339657,6.803394264,4.025351691,36.56
165,128.5,132.1,175.1,8.1,1005.8,746.6,56,5.105945474,4.855928904,4.883559212,5.165357239,2.091864062,6.913538524,6.615529566,4.025351691,53.72
178,129.8,118.6,179.9,3.6,1007.3,746.8,56,5.18178355,4.865994804,4.775756487,5.192401141,1.280933845,6.915028763,6.615797412,4.025351691,48.59
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,5.120386158,4.866764924,4.856706812,5.167639043,2.054123734,6.914035517,6.615529566,4.025351691,51.72
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,5.149817358,2.610069793,5.149817358,5.054971108,1.410986974,6.914035517,6.752737557,4.025351691,35.85
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,5.156177599,3.914021008,5.156177599,5.104732617,1.871802177,6.913936138,6.67645354,4.025351691,53.77
167,75.4,167,164,7.9,1007.3,770.1,56,5.117993812,4.322807275,5.117993812,5.099866428,2.066862759,6.915028763,6.646520377,4.025351691,53.46
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,5.157905213,4.536891345,5.07454862,5.149237144,2.272125886,6.914929483,6.615529566,4.025351691,48.99
190.3,0,125.2,166.6,9.9,1079,798.9,56,5.248601774,0,4.829912459,5.11559573,2.292534757,6.983789965,6.683235781,4.025351691,31.72
250,0,95.7,191.8,5.3,948.9,857.2,56,5.521460918,0,4.561218298,5.256453162,1.667706821,6.855303419,6.753671264,4.025351691,39.64
213.5,0,174.2,159.2,11.7,1043.6,771.9,56,5.363636833,0,5.160204064,5.070161273,2.459588842,6.950431553,6.648855008,4.025351691,51.26
194.7,0,100.5,170.2,7.5,998,901.8,56,5.271459912,0,4.610157727,5.136974216,2.014903021,6.905753276,6.804392766,4.025351691,43.39
251.4,0,118.3,192.9,5.8,1043.6,754.3,56,5.527045296,0,4.773223771,5.26217192,1.757857918,6.950431553,6.625790167,4.025351691,39.27
165,0,143.6,163.8,0,1005.6,900.9,100,5.105945474,0,4.967031657,5.098646171,0,6.913339657,6.803394264,4.605170186,37.96
165,128.5,132.1,175.1,8.1,1005.8,746.6,100,5.105945474,4.855928904,4.883559212,5.165357239,2.091864062,6.913538524,6.615529566,4.605170186,55.02
178,129.8,118.6,179.9,3.6,1007.3,746.8,100,5.18178355,4.865994804,4.775756487,5.192401141,1.280933845,6.915028763,6.615797412,4.605170186,49.99
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,5.120386158,4.866764924,4.856706812,5.167639043,2.054123734,6.914035517,6.615529566,4.605170186,53.66
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,5.149817358,2.610069793,5.149817358,5.054971108,1.410986974,6.914035517,6.752737557,4.605170186,37.68
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,5.156177599,3.914021008,5.156177599,5.104732617,1.871802177,6.913936138,6.67645354,4.605170186,56.06
167,75.4,167,164,7.9,1007.3,770.1,100,5.117993812,4.322807275,5.117993812,5.099866428,2.066862759,6.915028763,6.646520377,4.605170186,56.81
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,5.157905213,4.536891345,5.07454862,5.149237144,2.272125886,6.914929483,6.615529566,4.605170186,50.94
190.3,0,125.2,166.6,9.9,1079,798.9,100,5.248601774,0,4.829912459,5.11559573,2.292534757,6.983789965,6.683235781,4.605170186,33.56
250,0,95.7,191.8,5.3,948.9,857.2,100,5.521460918,0,4.561218298,5.256453162,1.667706821,6.855303419,6.753671264,4.605170186,41.16
213.5,0,174.2,159.2,11.7,1043.6,771.9,100,5.363636833,0,5.160204064,5.070161273,2.459588842,6.950431553,6.648855008,4.605170186,52.96
194.7,0,100.5,170.2,7.5,998,901.8,100,5.271459912,0,4.610157727,5.136974216,2.014903021,6.905753276,6.804392766,4.605170186,44.28
251.4,0,118.3,192.9,5.8,1043.6,754.3,100,5.527045296,0,4.773223771,5.26217192,1.757857918,6.950431553,6.625790167,4.605170186,40.15
446,24,79,162,11.6,967,712,28,6.100318952,3.17805383,4.369447852,5.087596335,2.451005098,6.874198495,6.568077911,3.33220451,57.03
446,24,79,162,11.6,967,712,28,6.100318952,3.17805383,4.369447852,5.087596335,2.451005098,6.874198495,6.568077911,3.33220451,44.42
446,24,79,162,11.6,967,712,28,6.100318952,3.17805383,4.369447852,5.087596335,2.451005098,6.874198495,6.568077911,3.33220451,51.02
446,24,79,162,10.3,967,712,28,6.100318952,3.17805383,4.369447852,5.087596335,2.332143895,6.874198495,6.568077911,3.33220451,53.39
446,24,79,162,11.6,967,712,3,6.100318952,3.17805383,4.369447852,5.087596335,2.451005098,6.874198495,6.568077911,1.098612289,35.36
446,24,79,162,11.6,967,712,3,6.100318952,3.17805383,4.369447852,5.087596335,2.451005098,6.874198495,6.568077911,1.098612289,25.02
446,24,79,162,11.6,967,712,3,6.100318952,3.17805383,4.369447852,5.087596335,2.451005098,6.874198495,6.568077911,1.098612289,23.35
446,24,79,162,11.6,967,712,7,6.100318952,3.17805383,4.369447852,5.087596335,2.451005098,6.874198495,6.568077911,1.945910149,52.01
446,24,79,162,11.6,967,712,7,6.100318952,3.17805383,4.369447852,5.087596335,2.451005098,6.874198495,6.568077911,1.945910149,38.02
446,24,79,162,11.6,967,712,7,6.100318952,3.17805383,4.369447852,5.087596335,2.451005098,6.874198495,6.568077911,1.945910149,39.3
446,24,79,162,11.6,967,712,56,6.100318952,3.17805383,4.369447852,5.087596335,2.451005098,6.874198495,6.568077911,4.025351691,61.07
446,24,79,162,11.6,967,712,56,6.100318952,3.17805383,4.369447852,5.087596335,2.451005098,6.874198495,6.568077911,4.025351691,56.14
446,24,79,162,11.6,967,712,56,6.100318952,3.17805383,4.369447852,5.087596335,2.451005098,6.874198495,6.568077911,4.025351691,55.25
446,24,79,162,10.3,967,712,56,6.100318952,3.17805383,4.369447852,5.087596335,2.332143895,6.874198495,6.568077911,4.025351691,54.77
387,20,94,157,14.3,938,845,28,5.958424693,2.995732274,4.543294782,5.056245805,2.660259537,6.843749949,6.739336627,3.33220451,50.24
387,20,94,157,13.9,938,845,28,5.958424693,2.995732274,4.543294782,5.056245805,2.63188884,6.843749949,6.739336627,3.33220451,46.68
387,20,94,157,11.6,938,845,28,5.958424693,2.995732274,4.543294782,5.056245805,2.451005098,6.843749949,6.739336627,3.33220451,46.68
387,20,94,157,14.3,938,845,3,5.958424693,2.995732274,4.543294782,5.056245805,2.660259537,6.843749949,6.739336627,1.098612289,22.75
387,20,94,157,13.9,938,845,3,5.958424693,2.995732274,4.543294782,5.056245805,2.63188884,6.843749949,6.739336627,1.098612289,25.51
387,20,94,157,11.6,938,845,3,5.958424693,2.995732274,4.543294782,5.056245805,2.451005098,6.843749949,6.739336627,1.098612289,34.77
387,20,94,157,14.3,938,845,7,5.958424693,2.995732274,4.543294782,5.056245805,2.660259537,6.843749949,6.739336627,1.945910149,36.84
387,20,94,157,13.9,938,845,7,5.958424693,2.995732274,4.543294782,5.056245805,2.63188884,6.843749949,6.739336627,1.945910149,45.9
387,20,94,157,11.6,938,845,7,5.958424693,2.995732274,4.543294782,5.056245805,2.451005098,6.843749949,6.739336627,1.945910149,41.67
387,20,94,157,14.3,938,845,56,5.958424693,2.995732274,4.543294782,5.056245805,2.660259537,6.843749949,6.739336627,4.025351691,56.34
387,20,94,157,13.9,938,845,56,5.958424693,2.995732274,4.543294782,5.056245805,2.63188884,6.843749949,6.739336627,4.025351691,47.97
387,20,94,157,11.6,938,845,56,5.958424693,2.995732274,4.543294782,5.056245805,2.451005098,6.843749949,6.739336627,4.025351691,61.46
355,19,97,145,13.1,967,871,28,5.872117789,2.944438979,4.574710979,4.976733742,2.57261223,6.874198495,6.769641977,3.33220451,44.03
355,19,97,145,12.3,967,871,28,5.872117789,2.944438979,4.574710979,4.976733742,2.509599262,6.874198495,6.769641977,3.33220451,55.45
491,26,123,210,3.9,882,699,28,6.196444128,3.258096538,4.812184355,5.347107531,1.360976553,6.782192056,6.549650742,3.33220451,55.55
491,26,123,201,3.9,822,699,28,6.196444128,3.258096538,4.812184355,5.303304908,1.360976553,6.711740395,6.549650742,3.33220451,57.92
491,26,123,210,3.9,882,699,3,6.196444128,3.258096538,4.812184355,5.347107531,1.360976553,6.782192056,6.549650742,1.098612289,25.61
491,26,123,210,3.9,882,699,7,6.196444128,3.258096538,4.812184355,5.347107531,1.360976553,6.782192056,6.549650742,1.945910149,33.49
491,26,123,210,3.9,882,699,56,6.196444128,3.258096538,4.812184355,5.347107531,1.360976553,6.782192056,6.549650742,4.025351691,59.59
491,26,123,201,3.9,822,699,3,6.196444128,3.258096538,4.812184355,5.303304908,1.360976553,6.711740395,6.549650742,1.098612289,29.55
491,26,123,201,3.9,822,699,7,6.196444128,3.258096538,4.812184355,5.303304908,1.360976553,6.711740395,6.549650742,1.945910149,37.92
491,26,123,201,3.9,822,699,56,6.196444128,3.258096538,4.812184355,5.303304908,1.360976553,6.711740395,6.549650742,4.025351691,61.86
424,22,132,178,8.5,822,750,28,6.049733455,3.091042453,4.882801923,5.18178355,2.140066163,6.711740395,6.620073207,3.33220451,62.05
424,22,132,178,8.5,882,750,3,6.049733455,3.091042453,4.882801923,5.18178355,2.140066163,6.782192056,6.620073207,1.098612289,32.01
424,22,132,168,8.9,822,750,28,6.049733455,3.091042453,4.882801923,5.123963979,2.186051277,6.711740395,6.620073207,3.33220451,72.1
424,22,132,178,8.5,822,750,7,6.049733455,3.091042453,4.882801923,5.18178355,2.140066163,6.711740395,6.620073207,1.945910149,39
424,22,132,178,8.5,822,750,56,6.049733455,3.091042453,4.882801923,5.18178355,2.140066163,6.711740395,6.620073207,4.025351691,65.7
424,22,132,168,8.9,822,750,3,6.049733455,3.091042453,4.882801923,5.123963979,2.186051277,6.711740395,6.620073207,1.098612289,32.11
424,22,132,168,8.9,822,750,7,6.049733455,3.091042453,4.882801923,5.123963979,2.186051277,6.711740395,6.620073207,1.945910149,40.29
424,22,132,168,8.9,822,750,56,6.049733455,3.091042453,4.882801923,5.123963979,2.186051277,6.711740395,6.620073207,4.025351691,74.36
202,11,141,206,1.7,942,801,28,5.308267697,2.397895273,4.94875989,5.327876169,0.530628251,6.848005275,6.685860947,3.33220451,21.97
202,11,141,206,1.7,942,801,3,5.308267697,2.397895273,4.94875989,5.327876169,0.530628251,6.848005275,6.685860947,1.098612289,9.85
202,11,141,206,1.7,942,801,7,5.308267697,2.397895273,4.94875989,5.327876169,0.530628251,6.848005275,6.685860947,1.945910149,15.07
202,11,141,206,1.7,942,801,56,5.308267697,2.397895273,4.94875989,5.327876169,0.530628251,6.848005275,6.685860947,4.025351691,23.25
284,15,141,179,5.5,842,801,28,5.648974238,2.708050201,4.94875989,5.187385806,1.704748092,6.735780014,6.685860947,3.33220451,43.73
284,15,141,179,5.5,842,801,3,5.648974238,2.708050201,4.94875989,5.187385806,1.704748092,6.735780014,6.685860947,1.098612289,13.4
284,15,141,179,5.5,842,801,7,5.648974238,2.708050201,4.94875989,5.187385806,1.704748092,6.735780014,6.685860947,1.945910149,24.13
284,15,141,179,5.5,842,801,56,5.648974238,2.708050201,4.94875989,5.187385806,1.704748092,6.735780014,6.685860947,4.025351691,44.52
359,19,141,154,10.9,942,801,28,5.883322388,2.944438979,4.94875989,5.036952602,2.388762789,6.848005275,6.685860947,3.33220451,62.94
359,19,141,154,10.9,942,801,28,5.883322388,2.944438979,4.94875989,5.036952602,2.388762789,6.848005275,6.685860947,3.33220451,59.49
359,19,141,154,10.9,942,801,3,5.883322388,2.944438979,4.94875989,5.036952602,2.388762789,6.848005275,6.685860947,1.098612289,25.12
359,19,141,154,10.9,942,801,3,5.883322388,2.944438979,4.94875989,5.036952602,2.388762789,6.848005275,6.685860947,1.098612289,23.64
359,19,141,154,10.9,942,801,7,5.883322388,2.944438979,4.94875989,5.036952602,2.388762789,6.848005275,6.685860947,1.945910149,35.75
359,19,141,154,10.9,942,801,7,5.883322388,2.944438979,4.94875989,5.036952602,2.388762789,6.848005275,6.685860947,1.945910149,38.61
359,19,141,154,10.9,942,801,56,5.883322388,2.944438979,4.94875989,5.036952602,2.388762789,6.848005275,6.685860947,4.025351691,68.75
359,19,141,154,10.9,942,801,56,5.883322388,2.944438979,4.94875989,5.036952602,2.388762789,6.848005275,6.685860947,4.025351691,66.78
436,0,0,218,0,838.4,719.7,28,6.077642243,0,0,5.384495063,0,6.731495314,6.578834459,3.33220451,23.85
289,0,0,192,0,913.2,895.3,90,5.666426688,0,0,5.257495372,0,6.816954915,6.797158858,4.49980967,32.07
289,0,0,192,0,913.2,895.3,3,5.666426688,0,0,5.257495372,0,6.816954915,6.797158858,1.098612289,11.65
393,0,0,192,0,940.6,785.6,3,5.973809612,0,0,5.257495372,0,6.84651797,6.666447757,1.098612289,19.2
393,0,0,192,0,940.6,785.6,90,5.973809612,0,0,5.257495372,0,6.84651797,6.666447757,4.49980967,48.85
393,0,0,192,0,940.6,785.6,28,5.973809612,0,0,5.257495372,0,6.84651797,6.666447757,3.33220451,39.6
480,0,0,192,0,936.2,712.2,28,6.173786104,0,0,5.257495372,0,6.841829129,6.568358771,3.33220451,43.94
480,0,0,192,0,936.2,712.2,7,6.173786104,0,0,5.257495372,0,6.841829129,6.568358771,1.945910149,34.57
480,0,0,192,0,936.2,712.2,90,6.173786104,0,0,5.257495372,0,6.841829129,6.568358771,4.49980967,54.32
480,0,0,192,0,936.2,712.2,3,6.173786104,0,0,5.257495372,0,6.841829129,6.568358771,1.098612289,24.4
333,0,0,192,0,931.2,842.6,3,5.80814249,0,0,5.257495372,0,6.836474077,6.73649235,1.098612289,15.62
255,0,0,192,0,889.8,945,90,5.541263545,0,0,5.257495372,0,6.790996718,6.851184927,4.49980967,21.86
255,0,0,192,0,889.8,945,7,5.541263545,0,0,5.257495372,0,6.790996718,6.851184927,1.945910149,10.22
289,0,0,192,0,913.2,895.3,7,5.666426688,0,0,5.257495372,0,6.816954915,6.797158858,1.945910149,14.6
255,0,0,192,0,889.8,945,28,5.541263545,0,0,5.257495372,0,6.790996718,6.851184927,3.33220451,18.75
333,0,0,192,0,931.2,842.6,28,5.80814249,0,0,5.257495372,0,6.836474077,6.73649235,3.33220451,31.97
333,0,0,192,0,931.2,842.6,7,5.80814249,0,0,5.257495372,0,6.836474077,6.73649235,1.945910149,23.4
289,0,0,192,0,913.2,895.3,28,5.666426688,0,0,5.257495372,0,6.816954915,6.797158858,3.33220451,25.57
333,0,0,192,0,931.2,842.6,90,5.80814249,0,0,5.257495372,0,6.836474077,6.73649235,4.49980967,41.68
393,0,0,192,0,940.6,785.6,7,5.973809612,0,0,5.257495372,0,6.84651797,6.666447757,1.945910149,27.74
255,0,0,192,0,889.8,945,3,5.541263545,0,0,5.257495372,0,6.790996718,6.851184927,1.098612289,8.2
158.8,238.2,0,185.7,0,1040.6,734.3,7,5.067645549,5.473110657,0,5.224132468,0,6.947552749,6.598917664,1.945910149,9.62
239.6,359.4,0,185.7,0,941.6,664.3,7,5.478970866,5.884435974,0,5.224132468,0,6.847580556,6.498733855,1.945910149,25.42
238.2,158.8,0,185.7,0,1040.6,734.3,7,5.473110657,5.067645549,0,5.224132468,0,6.947552749,6.598917664,1.945910149,15.69
181.9,272.8,0,185.7,0,1012.4,714.3,28,5.203457086,5.608738926,0,5.224132468,0,6.920079029,6.571303042,3.33220451,27.94
193.5,290.2,0,185.7,0,998.2,704.3,28,5.265277512,5.67057034,0,5.224132468,0,6.905953657,6.557204402,3.33220451,32.63
255.5,170.3,0,185.7,0,1026.6,724.3,7,5.54322241,5.137561588,0,5.224132468,0,6.93400765,6.585205671,1.945910149,17.24
272.8,181.9,0,185.7,0,1012.4,714.3,7,5.608738926,5.203457086,0,5.224132468,0,6.920079029,6.571303042,1.945910149,19.77
239.6,359.4,0,185.7,0,941.6,664.3,28,5.478970866,5.884435974,0,5.224132468,0,6.847580556,6.498733855,3.33220451,39.44
220.8,147.2,0,185.7,0,1055,744.3,28,5.397257314,4.991792206,0,5.224132468,0,6.961296046,6.612444179,3.33220451,25.75
397,0,0,185.7,0,1040.6,734.3,28,5.983936281,0,0,5.224132468,0,6.947552749,6.598917664,3.33220451,33.08
382.5,0,0,185.7,0,1047.8,739.3,7,5.946728653,0,0,5.224132468,0,6.954448007,6.605703793,1.945910149,24.07
210.7,316.1,0,185.7,0,977,689.3,7,5.350435321,5.756058619,0,5.224132468,0,6.884486652,6.53567659,1.945910149,21.82
158.8,238.2,0,185.7,0,1040.6,734.3,28,5.067645549,5.473110657,0,5.224132468,0,6.947552749,6.598917664,3.33220451,21.07
295.8,0,0,185.7,0,1091.4,769.3,7,5.68968355,0,0,5.224132468,0,6.995216555,6.64548101,1.945910149,14.84
255.5,170.3,0,185.7,0,1026.6,724.3,28,5.54322241,5.137561588,0,5.224132468,0,6.93400765,6.585205671,3.33220451,32.05
203.5,135.7,0,185.7,0,1076.2,759.3,7,5.315666005,4.910446567,0,5.224132468,0,6.981191597,6.632396956,1.945910149,11.96
397,0,0,185.7,0,1040.6,734.3,7,5.983936281,0,0,5.224132468,0,6.947552749,6.598917664,1.945910149,25.45
381.4,0,0,185.7,0,1104.6,784.3,28,5.943848693,0,0,5.224132468,0,7.007238557,6.6647916,3.33220451,22.49
295.8,0,0,185.7,0,1091.4,769.3,28,5.68968355,0,0,5.224132468,0,6.995216555,6.64548101,3.33220451,25.22
228,342.1,0,185.7,0,955.8,674.3,28,5.429345629,5.835103092,0,5.224132468,0,6.862548686,6.513675116,3.33220451,39.7
220.8,147.2,0,185.7,0,1055,744.3,7,5.397257314,4.991792206,0,5.224132468,0,6.961296046,6.612444179,1.945910149,13.09
