cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,ln_cement,ln_blast_furnace_slag,ln_fly_ash,ln_water,ln_superplasticizer,ln_coarse_aggregate,ln_fine_aggregate ,ln_age,log10_ln_cement,log10_ln_blast_furnace_slag,log10_ln_fly_ash,log10_ln_water,log10_ln_superplasticizer,log10_ln_coarse_aggregate,log10_ln_fine_aggregate ,log10_ln_age,concrete_compressive_strength
387,20,94,157,13.9,938,845,7,5.958424693,2.995732274,4.543294782,5.056245805,2.63188884,6.843749949,6.739336627,1.945910149,2.587710965,1.301029996,1.973127854,2.195899652,1.1430148,2.972202838,2.926856709,0.84509804,45.9
387,20,94,157,11.6,938,845,7,5.958424693,2.995732274,4.543294782,5.056245805,2.451005098,6.843749949,6.739336627,1.945910149,2.587710965,1.301029996,1.973127854,2.195899652,1.064457989,2.972202838,2.926856709,0.84509804,41.67
387,20,94,157,14.3,938,845,56,5.958424693,2.995732274,4.543294782,5.056245805,2.660259537,6.843749949,6.739336627,4.025351691,2.587710965,1.301029996,1.973127854,2.195899652,1.155336037,2.972202838,2.926856709,1.748188027,56.34
387,20,94,157,13.9,938,845,56,5.958424693,2.995732274,4.543294782,5.056245805,2.63188884,6.843749949,6.739336627,4.025351691,2.587710965,1.301029996,1.973127854,2.195899652,1.1430148,2.972202838,2.926856709,1.748188027,47.97
387,20,94,157,11.6,938,845,56,5.958424693,2.995732274,4.543294782,5.056245805,2.451005098,6.843749949,6.739336627,4.025351691,2.587710965,1.301029996,1.973127854,2.195899652,1.064457989,2.972202838,2.926856709,1.748188027,61.46
355,19,97,145,13.1,967,871,28,5.872117789,2.944438979,4.574710979,4.976733742,2.57261223,6.874198495,6.769641977,3.33220451,2.550228353,1.278753601,1.986771734,2.161368002,1.117271296,2.985426474,2.940018155,1.447158031,44.03
355,19,97,145,12.3,967,871,28,5.872117789,2.944438979,4.574710979,4.976733742,2.509599262,6.874198495,6.769641977,3.33220451,2.550228353,1.278753601,1.986771734,2.161368002,1.089905111,2.985426474,2.940018155,1.447158031,55.45
491,26,123,210,3.9,882,699,28,6.196444128,3.258096538,4.812184355,5.347107531,1.360976553,6.782192056,6.549650742,3.33220451,2.691081492,1.414973348,2.089905111,2.322219295,0.591064607,2.945468585,2.844477176,1.447158031,55.55
491,26,123,201,3.9,822,699,28,6.196444128,3.258096538,4.812184355,5.303304908,1.360976553,6.711740395,6.549650742,3.33220451,2.691081492,1.414973348,2.089905111,2.303196057,0.591064607,2.914871818,2.844477176,1.447158031,57.92
491,26,123,210,3.9,882,699,3,6.196444128,3.258096538,4.812184355,5.347107531,1.360976553,6.782192056,6.549650742,1.098612289,2.691081492,1.414973348,2.089905111,2.322219295,0.591064607,2.945468585,2.844477176,0.477121255,25.61
491,26,123,210,3.9,882,699,7,6.196444128,3.258096538,4.812184355,5.347107531,1.360976553,6.782192056,6.549650742,1.945910149,2.691081492,1.414973348,2.089905111,2.322219295,0.591064607,2.945468585,2.844477176,0.84509804,33.49
491,26,123,210,3.9,882,699,56,6.196444128,3.258096538,4.812184355,5.347107531,1.360976553,6.782192056,6.549650742,4.025351691,2.691081492,1.414973348,2.089905111,2.322219295,0.591064607,2.945468585,2.844477176,1.748188027,59.59
491,26,123,201,3.9,822,699,3,6.196444128,3.258096538,4.812184355,5.303304908,1.360976553,6.711740395,6.549650742,1.098612289,2.691081492,1.414973348,2.089905111,2.303196057,0.591064607,2.914871818,2.844477176,0.477121255,29.55
491,26,123,201,3.9,822,699,7,6.196444128,3.258096538,4.812184355,5.303304908,1.360976553,6.711740395,6.549650742,1.945910149,2.691081492,1.414973348,2.089905111,2.303196057,0.591064607,2.914871818,2.844477176,0.84509804,37.92
491,26,123,201,3.9,822,699,56,6.196444128,3.258096538,4.812184355,5.303304908,1.360976553,6.711740395,6.549650742,4.025351691,2.691081492,1.414973348,2.089905111,2.303196057,0.591064607,2.914871818,2.844477176,1.748188027,61.86
424,22,132,178,8.5,822,750,28,6.049733455,3.091042453,4.882801923,5.18178355,2.140066163,6.711740395,6.620073207,3.33220451,2.627365857,1.342422681,2.120573931,2.250420002,0.929418926,2.914871818,2.875061263,1.447158031,62.05
424,22,132,178,8.5,882,750,3,6.049733455,3.091042453,4.882801923,5.18178355,2.140066163,6.782192056,6.620073207,1.098612289,2.627365857,1.342422681,2.120573931,2.250420002,0.929418926,2.945468585,2.875061263,0.477121255,32.01
424,22,132,168,8.9,822,750,28,6.049733455,3.091042453,4.882801923,5.123963979,2.186051277,6.711740395,6.620073207,3.33220451,2.627365857,1.342422681,2.120573931,2.225309282,0.949390007,2.914871818,2.875061263,1.447158031,72.1
424,22,132,178,8.5,822,750,7,6.049733455,3.091042453,4.882801923,5.18178355,2.140066163,6.711740395,6.620073207,1.945910149,2.627365857,1.342422681,2.120573931,2.250420002,0.929418926,2.914871818,2.875061263,0.84509804,39
424,22,132,178,8.5,822,750,56,6.049733455,3.091042453,4.882801923,5.18178355,2.140066163,6.711740395,6.620073207,4.025351691,2.627365857,1.342422681,2.120573931,2.250420002,0.929418926,2.914871818,2.875061263,1.748188027,65.7
424,22,132,168,8.9,822,750,3,6.049733455,3.091042453,4.882801923,5.123963979,2.186051277,6.711740395,6.620073207,1.098612289,2.627365857,1.342422681,2.120573931,2.225309282,0.949390007,2.914871818,2.875061263,0.477121255,32.11
424,22,132,168,8.9,822,750,7,6.049733455,3.091042453,4.882801923,5.123963979,2.186051277,6.711740395,6.620073207,1.945910149,2.627365857,1.342422681,2.120573931,2.225309282,0.949390007,2.914871818,2.875061263,0.84509804,40.29
424,22,132,168,8.9,822,750,56,6.049733455,3.091042453,4.882801923,5.123963979,2.186051277,6.711740395,6.620073207,4.025351691,2.627365857,1.342422681,2.120573931,2.225309282,0.949390007,2.914871818,2.875061263,1.748188027,74.36
202,11,141,206,1.7,942,801,28,5.308267697,2.397895273,4.94875989,5.327876169,0.530628251,6.848005275,6.685860947,3.33220451,2.305351369,1.041392685,2.149219113,2.31386722,0.230448921,2.974050903,2.903632516,1.447158031,21.97
202,11,141,206,1.7,942,801,3,5.308267697,2.397895273,4.94875989,5.327876169,0.530628251,6.848005275,6.685860947,1.098612289,2.305351369,1.041392685,2.149219113,2.31386722,0.230448921,2.974050903,2.903632516,0.477121255,9.85
202,11,141,206,1.7,942,801,7,5.308267697,2.397895273,4.94875989,5.327876169,0.530628251,6.848005275,6.685860947,1.945910149,2.305351369,1.041392685,2.149219113,2.31386722,0.230448921,2.974050903,2.903632516,0.84509804,15.07
202,11,141,206,1.7,942,801,56,5.308267697,2.397895273,4.94875989,5.327876169,0.530628251,6.848005275,6.685860947,4.025351691,2.305351369,1.041392685,2.149219113,2.31386722,0.230448921,2.974050903,2.903632516,1.748188027,23.25
284,15,141,179,5.5,842,801,28,5.648974238,2.708050201,4.94875989,5.187385806,1.704748092,6.735780014,6.685860947,3.33220451,2.45331834,1.176091259,2.149219113,2.252853031,0.740362689,2.925312091,2.903632516,1.447158031,43.73
284,15,141,179,5.5,842,801,3,5.648974238,2.708050201,4.94875989,5.187385806,1.704748092,6.735780014,6.685860947,1.098612289,2.45331834,1.176091259,2.149219113,2.252853031,0.740362689,2.925312091,2.903632516,0.477121255,13.4
284,15,141,179,5.5,842,801,7,5.648974238,2.708050201,4.94875989,5.187385806,1.704748092,6.735780014,6.685860947,1.945910149,2.45331834,1.176091259,2.149219113,2.252853031,0.740362689,2.925312091,2.903632516,0.84509804,24.13
284,15,141,179,5.5,842,801,56,5.648974238,2.708050201,4.94875989,5.187385806,1.704748092,6.735780014,6.685860947,4.025351691,2.45331834,1.176091259,2.149219113,2.252853031,0.740362689,2.925312091,2.903632516,1.748188027,44.52
359,19,141,154,10.9,942,801,28,5.883322388,2.944438979,4.94875989,5.036952602,2.388762789,6.848005275,6.685860947,3.33220451,2.555094449,1.278753601,2.149219113,2.187520721,1.037426498,2.974050903,2.903632516,1.447158031,62.94
359,19,141,154,10.9,942,801,28,5.883322388,2.944438979,4.94875989,5.036952602,2.388762789,6.848005275,6.685860947,3.33220451,2.555094449,1.278753601,2.149219113,2.187520721,1.037426498,2.974050903,2.903632516,1.447158031,59.49
359,19,141,154,10.9,942,801,3,5.883322388,2.944438979,4.94875989,5.036952602,2.388762789,6.848005275,6.685860947,1.098612289,2.555094449,1.278753601,2.149219113,2.187520721,1.037426498,2.974050903,2.903632516,0.477121255,25.12
359,19,141,154,10.9,942,801,3,5.883322388,2.944438979,4.94875989,5.036952602,2.388762789,6.848005275,6.685860947,1.098612289,2.555094449,1.278753601,2.149219113,2.187520721,1.037426498,2.974050903,2.903632516,0.477121255,23.64
359,19,141,154,10.9,942,801,7,5.883322388,2.944438979,4.94875989,5.036952602,2.388762789,6.848005275,6.685860947,1.945910149,2.555094449,1.278753601,2.149219113,2.187520721,1.037426498,2.974050903,2.903632516,0.84509804,35.75
359,19,141,154,10.9,942,801,7,5.883322388,2.944438979,4.94875989,5.036952602,2.388762789,6.848005275,6.685860947,1.945910149,2.555094449,1.278753601,2.149219113,2.187520721,1.037426498,2.974050903,2.903632516,0.84509804,38.61
359,19,141,154,10.9,942,801,56,5.883322388,2.944438979,4.94875989,5.036952602,2.388762789,6.848005275,6.685860947,4.025351691,2.555094449,1.278753601,2.149219113,2.187520721,1.037426498,2.974050903,2.903632516,1.748188027,68.75
359,19,141,154,10.9,942,801,56,5.883322388,2.944438979,4.94875989,5.036952602,2.388762789,6.848005275,6.685860947,4.025351691,2.555094449,1.278753601,2.149219113,2.187520721,1.037426498,2.974050903,2.903632516,1.748188027,66.78
436,0,0,218,0,838.4,719.7,28,6.077642243,0,0,5.384495063,0,6.731495314,6.578834459,3.33220451,2.639486489,0,0,2.338456494,0,2.92345127,2.857151503,1.447158031,23.85
289,0,0,192,0,913.2,895.3,90,5.666426688,0,0,5.257495372,0,6.816954915,6.797158858,4.49980967,2.460897843,0,0,2.283301229,0,2.960565903,2.951968584,1.954242509,32.07
289,0,0,192,0,913.2,895.3,3,5.666426688,0,0,5.257495372,0,6.816954915,6.797158858,1.098612289,2.460897843,0,0,2.283301229,0,2.960565903,2.951968584,0.477121255,11.65
393,0,0,192,0,940.6,785.6,3,5.973809612,0,0,5.257495372,0,6.84651797,6.666447757,1.098612289,2.59439255,0,0,2.283301229,0,2.973404974,2.895201475,0.477121255,19.2
393,0,0,192,0,940.6,785.6,90,5.973809612,0,0,5.257495372,0,6.84651797,6.666447757,4.49980967,2.59439255,0,0,2.283301229,0,2.973404974,2.895201475,1.954242509,48.85
393,0,0,192,0,940.6,785.6,28,5.973809612,0,0,5.257495372,0,6.84651797,6.666447757,3.33220451,2.59439255,0,0,2.283301229,0,2.973404974,2.895201475,1.447158031,39.6
480,0,0,192,0,936.2,712.2,28,6.173786104,0,0,5.257495372,0,6.841829129,6.568358771,3.33220451,2.681241237,0,0,2.283301229,0,2.971368637,2.852601969,1.447158031,43.94
480,0,0,192,0,936.2,712.2,7,6.173786104,0,0,5.257495372,0,6.841829129,6.568358771,1.945910149,2.681241237,0,0,2.283301229,0,2.971368637,2.852601969,0.84509804,34.57
480,0,0,192,0,936.2,712.2,90,6.173786104,0,0,5.257495372,0,6.841829129,6.568358771,4.49980967,2.681241237,0,0,2.283301229,0,2.971368637,2.852601969,1.954242509,54.32
480,0,0,192,0,936.2,712.2,3,6.173786104,0,0,5.257495372,0,6.841829129,6.568358771,1.098612289,2.681241237,0,0,2.283301229,0,2.971368637,2.852601969,0.477121255,24.4
333,0,0,192,0,931.2,842.6,3,5.80814249,0,0,5.257495372,0,6.836474077,6.73649235,1.098612289,2.522444234,0,0,2.283301229,0,2.969042967,2.925621455,0.477121255,15.62
255,0,0,192,0,889.8,945,90,5.541263545,0,0,5.257495372,0,6.790996718,6.851184927,4.49980967,2.40654018,0,0,2.283301229,0,2.949292401,2.975431809,1.954242509,21.86
255,0,0,192,0,889.8,945,7,5.541263545,0,0,5.257495372,0,6.790996718,6.851184927,1.945910149,2.40654018,0,0,2.283301229,0,2.949292401,2.975431809,0.84509804,10.22
289,0,0,192,0,913.2,895.3,7,5.666426688,0,0,5.257495372,0,6.816954915,6.797158858,1.945910149,2.460897843,0,0,2.283301229,0,2.960565903,2.951968584,0.84509804,14.6
255,0,0,192,0,889.8,945,28,5.541263545,0,0,5.257495372,0,6.790996718,6.851184927,3.33220451,2.40654018,0,0,2.283301229,0,2.949292401,2.975431809,1.447158031,18.75
333,0,0,192,0,931.2,842.6,28,5.80814249,0,0,5.257495372,0,6.836474077,6.73649235,3.33220451,2.522444234,0,0,2.283301229,0,2.969042967,2.925621455,1.447158031,31.97
333,0,0,192,0,931.2,842.6,7,5.80814249,0,0,5.257495372,0,6.836474077,6.73649235,1.945910149,2.522444234,0,0,2.283301229,0,2.969042967,2.925621455,0.84509804,23.4
289,0,0,192,0,913.2,895.3,28,5.666426688,0,0,5.257495372,0,6.816954915,6.797158858,3.33220451,2.460897843,0,0,2.283301229,0,2.960565903,2.951968584,1.447158031,25.57
333,0,0,192,0,931.2,842.6,90,5.80814249,0,0,5.257495372,0,6.836474077,6.73649235,4.49980967,2.522444234,0,0,2.283301229,0,2.969042967,2.925621455,1.954242509,41.68
393,0,0,192,0,940.6,785.6,7,5.973809612,0,0,5.257495372,0,6.84651797,6.666447757,1.945910149,2.59439255,0,0,2.283301229,0,2.973404974,2.895201475,0.84509804,27.74
255,0,0,192,0,889.8,945,3,5.541263545,0,0,5.257495372,0,6.790996718,6.851184927,1.098612289,2.40654018,0,0,2.283301229,0,2.949292401,2.975431809,0.477121255,8.2
158.8,238.2,0,185.7,0,1040.6,734.3,7,5.067645549,5.473110657,0,5.224132468,0,6.947552749,6.598917664,1.945910149,2.200850498,2.376941757,0,2.268811904,0,3.017283822,2.865873528,0.84509804,9.62
239.6,359.4,0,185.7,0,941.6,664.3,7,5.478970866,5.884435974,0,5.224132468,0,6.847580556,6.498733855,1.945910149,2.379486814,2.555578073,0,2.268811904,0,2.97386645,2.822364252,0.84509804,25.42
238.2,158.8,0,185.7,0,1040.6,734.3,7,5.473110657,5.067645549,0,5.224132468,0,6.947552749,6.598917664,1.945910149,2.376941757,2.200850498,0,2.268811904,0,3.017283822,2.865873528,0.84509804,15.69
181.9,272.8,0,185.7,0,1012.4,714.3,28,5.203457086,5.608738926,0,5.224132468,0,6.920079029,6.571303042,3.33220451,2.259832699,2.435844366,0,2.268811904,0,3.005352136,2.85388065,1.447158031,27.94
193.5,290.2,0,185.7,0,998.2,704.3,28,5.265277512,5.67057034,0,5.224132468,0,6.905953657,6.557204402,3.33220451,2.286680969,2.462697408,0,2.268811904,0,2.999217566,2.847757688,1.447158031,32.63
255.5,170.3,0,185.7,0,1026.6,724.3,7,5.54322241,5.137561588,0,5.224132468,0,6.93400765,6.585205671,1.945910149,2.407390904,2.231214648,0,2.268811904,0,3.01140126,2.859918485,0.84509804,17.24
272.8,181.9,0,185.7,0,1012.4,714.3,7,5.608738926,5.203457086,0,5.224132468,0,6.920079029,6.571303042,1.945910149,2.435844366,2.259832699,0,2.268811904,0,3.005352136,2.85388065,0.84509804,19.77
239.6,359.4,0,185.7,0,941.6,664.3,28,5.478970866,5.884435974,0,5.224132468,0,6.847580556,6.498733855,3.33220451,2.379486814,2.555578073,0,2.268811904,0,2.97386645,2.822364252,1.447158031,39.44
220.8,147.2,0,185.7,0,1055,744.3,28,5.397257314,4.991792206,0,5.224132468,0,6.961296046,6.612444179,3.33220451,2.343999069,2.16790781,0,2.268811904,0,3.02325246,2.871748019,1.447158031,25.75
397,0,0,185.7,0,1040.6,734.3,28,5.983936281,0,0,5.224132468,0,6.947552749,6.598917664,3.33220451,2.598790507,0,0,2.268811904,0,3.017283822,2.865873528,1.447158031,33.08
382.5,0,0,185.7,0,1047.8,739.3,7,5.946728653,0,0,5.224132468,0,6.954448007,6.605703793,1.945910149,2.582631439,0,0,2.268811904,0,3.020278394,2.868820706,0.84509804,24.07
210.7,316.1,0,185.7,0,977,689.3,7,5.350435321,5.756058619,0,5.224132468,0,6.884486652,6.53567659,1.945910149,2.323664536,2.499824496,0,2.268811904,0,2.989894564,2.838408278,0.84509804,21.82
158.8,238.2,0,185.7,0,1040.6,734.3,28,5.067645549,5.473110657,0,5.224132468,0,6.947552749,6.598917664,3.33220451,2.200850498,2.376941757,0,2.268811904,0,3.017283822,2.865873528,1.447158031,21.07
295.8,0,0,185.7,0,1091.4,769.3,7,5.68968355,0,0,5.224132468,0,6.995216555,6.64548101,1.945910149,2.47099817,0,0,2.268811904,0,3.037983949,2.886095732,0.84509804,14.84
255.5,170.3,0,185.7,0,1026.6,724.3,28,5.54322241,5.137561588,0,5.224132468,0,6.93400765,6.585205671,3.33220451,2.407390904,2.231214648,0,2.268811904,0,3.01140126,2.859918485,1.447158031,32.05
203.5,135.7,0,185.7,0,1076.2,759.3,7,5.315666005,4.910446567,0,5.224132468,0,6.981191597,6.632396956,1.945910149,2.308564414,2.132579848,0,2.268811904,0,3.031892988,2.8804134,0.84509804,11.96
397,0,0,185.7,0,1040.6,734.3,7,5.983936281,0,0,5.224132468,0,6.947552749,6.598917664,1.945910149,2.598790507,0,0,2.268811904,0,3.017283822,2.865873528,0.84509804,25.45
381.4,0,0,185.7,0,1104.6,784.3,28,5.943848693,0,0,5.224132468,0,7.007238557,6.6647916,3.33220451,2.581380689,0,0,2.268811904,0,3.043205039,2.894482215,1.447158031,22.49
295.8,0,0,185.7,0,1091.4,769.3,28,5.68968355,0,0,5.224132468,0,6.995216555,6.64548101,3.33220451,2.47099817,0,0,2.268811904,0,3.037983949,2.886095732,1.447158031,25.22
228,342.1,0,185.7,0,955.8,674.3,28,5.429345629,5.835103092,0,5.224132468,0,6.862548686,6.513675116,3.33220451,2.357934847,2.534153074,0,2.268811904,0,2.980367026,2.82885316,1.447158031,39.7
220.8,147.2,0,185.7,0,1055,744.3,7,5.397257314,4.991792206,0,5.224132468,0,6.961296046,6.612444179,1.945910149,2.343999069,2.16790781,0,2.268811904,0,3.02325246,2.871748019,0.84509804,13.09
316.1,210.7,0,185.7,0,977,689.3,28,5.756058619,5.350435321,0,5.224132468,0,6.884486652,6.53567659,3.33220451,2.499824496,2.323664536,0,2.268811904,0,2.989894564,2.838408278,1.447158031,38.7
135.7,203.5,0,185.7,0,1076.2,759.3,7,4.910446567,5.315666005,0,5.224132468,0,6.981191597,6.632396956,1.945910149,2.132579848,2.308564414,0,2.268811904,0,3.031892988,2.8804134,0.84509804,7.51
238.1,0,0,185.7,0,1118.8,789.3,28,5.472690753,0,0,5.224132468,0,7.020011961,6.671146477,3.33220451,2.376759395,0,0,2.268811904,0,3.048752458,2.897242103,1.447158031,17.58
339.2,0,0,185.7,0,1069.2,754.3,7,5.826589904,0,0,5.224132468,0,6.974665984,6.625790167,1.945910149,2.530455844,0,0,2.268811904,0,3.02905895,2.877544108,0.84509804,21.18
135.7,203.5,0,185.7,0,1076.2,759.3,28,4.910446567,5.315666005,0,5.224132468,0,6.981191597,6.632396956,3.33220451,2.132579848,2.308564414,0,2.268811904,0,3.031892988,2.8804134,1.447158031,18.2
193.5,290.2,0,185.7,0,998.2,704.3,7,5.265277512,5.67057034,0,5.224132468,0,6.905953657,6.557204402,1.945910149,2.286680969,2.462697408,0,2.268811904,0,2.999217566,2.847757688,0.84509804,17.2
203.5,135.7,0,185.7,0,1076.2,759.3,28,5.315666005,4.910446567,0,5.224132468,0,6.981191597,6.632396956,3.33220451,2.308564414,2.132579848,0,2.268811904,0,3.031892988,2.8804134,1.447158031,22.63
290.2,193.5,0,185.7,0,998.2,704.3,7,5.67057034,5.265277512,0,5.224132468,0,6.905953657,6.557204402,1.945910149,2.462697408,2.286680969,0,2.268811904,0,2.999217566,2.847757688,0.84509804,21.86
181.9,272.8,0,185.7,0,1012.4,714.3,7,5.203457086,5.608738926,0,5.224132468,0,6.920079029,6.571303042,1.945910149,2.259832699,2.435844366,0,2.268811904,0,3.005352136,2.85388065,0.84509804,12.37
170.3,155.5,0,185.7,0,1026.6,724.3,28,5.137561588,5.046645732,0,5.224132468,0,6.93400765,6.585205671,3.33220451,2.231214648,2.191730393,0,2.268811904,0,3.01140126,2.859918485,1.447158031,25.73
210.7,316.1,0,185.7,0,977,689.3,28,5.350435321,5.756058619,0,5.224132468,0,6.884486652,6.53567659,3.33220451,2.323664536,2.499824496,0,2.268811904,0,2.989894564,2.838408278,1.447158031,37.81
228,342.1,0,185.7,0,955.8,674.3,7,5.429345629,5.835103092,0,5.224132468,0,6.862548686,6.513675116,1.945910149,2.357934847,2.534153074,0,2.268811904,0,2.980367026,2.82885316,0.84509804,21.92
290.2,193.5,0,185.7,0,998.2,704.3,28,5.67057034,5.265277512,0,5.224132468,0,6.905953657,6.557204402,3.33220451,2.462697408,2.286680969,0,2.268811904,0,2.999217566,2.847757688,1.447158031,33.04
381.4,0,0,185.7,0,1104.6,784.3,7,5.943848693,0,0,5.224132468,0,7.007238557,6.6647916,1.945910149,2.581380689,0,0,2.268811904,0,3.043205039,2.894482215,0.84509804,14.54
238.2,158.8,0,185.7,0,1040.6,734.3,28,5.473110657,5.067645549,0,5.224132468,0,6.947552749,6.598917664,3.33220451,2.376941757,2.200850498,0,2.268811904,0,3.017283822,2.865873528,1.447158031,26.91
186.2,124.1,0,185.7,0,1083.4,764.3,7,5.226821365,4.821087692,0,5.224132468,0,6.987859523,6.638960382,1.945910149,2.269979677,2.093771781,0,2.268811904,0,3.034788831,2.88326386,0.84509804,8
339.2,0,0,185.7,0,1069.2,754.3,28,5.826589904,0,0,5.224132468,0,6.974665984,6.625790167,3.33220451,2.530455844,0,0,2.268811904,0,3.02905895,2.877544108,1.447158031,31.9
238.1,0,0,185.7,0,1118.8,789.3,7,5.472690753,0,0,5.224132468,0,7.020011961,6.671146477,1.945910149,2.376759395,0,0,2.268811904,0,3.048752458,2.897242103,0.84509804,10.34
252.5,0,0,185.7,0,1111.6,784.3,28,5.531411249,0,0,5.224132468,0,7.013555698,6.6647916,3.33220451,2.402261382,0,0,2.268811904,0,3.045948538,2.894482215,1.447158031,19.77
382.5,0,0,185.7,0,1047.8,739.3,28,5.946728653,0,0,5.224132468,0,6.954448007,6.605703793,3.33220451,2.582631439,0,0,2.268811904,0,3.020278394,2.868820706,1.447158031,37.44
252.5,0,0,185.7,0,1111.6,784.3,7,5.531411249,0,0,5.224132468,0,7.013555698,6.6647916,1.945910149,2.402261382,0,0,2.268811904,0,3.045948538,2.894482215,0.84509804,11.48
316.1,210.7,0,185.7,0,977,689.3,7,5.756058619,5.350435321,0,5.224132468,0,6.884486652,6.53567659,1.945910149,2.499824496,2.323664536,0,2.268811904,0,2.989894564,2.838408278,0.84509804,24.44
186.2,124.1,0,185.7,0,1083.4,764.3,28,5.226821365,4.821087692,0,5.224132468,0,6.987859523,6.638960382,3.33220451,2.269979677,2.093771781,0,2.268811904,0,3.034788831,2.88326386,1.447158031,17.6
170.3,155.5,0,185.7,0,1026.6,724.3,7,5.137561588,5.046645732,0,5.224132468,0,6.93400765,6.585205671,1.945910149,2.231214648,2.191730393,0,2.268811904,0,3.01140126,2.859918485,0.84509804,10.73
272.8,181.9,0,185.7,0,1012.4,714.3,28,5.608738926,5.203457086,0,5.224132468,0,6.920079029,6.571303042,3.33220451,2.435844366,2.259832699,0,2.268811904,0,3.005352136,2.85388065,1.447158031,31.38
339,0,0,197,0,968,781,3,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,1.098612289,2.530199698,0,0,2.294466226,0,2.985875357,2.892651034,0.477121255,13.22
339,0,0,197,0,968,781,7,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,1.945910149,2.530199698,0,0,2.294466226,0,2.985875357,2.892651034,0.84509804,20.97
339,0,0,197,0,968,781,14,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,2.63905733,2.530199698,0,0,2.294466226,0,2.985875357,2.892651034,1.146128036,27.04
339,0,0,197,0,968,781,28,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,3.33220451,2.530199698,0,0,2.294466226,0,2.985875357,2.892651034,1.447158031,32.04
339,0,0,197,0,968,781,90,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,4.49980967,2.530199698,0,0,2.294466226,0,2.985875357,2.892651034,1.954242509,35.17
339,0,0,197,0,968,781,180,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,5.192956851,2.530199698,0,0,2.294466226,0,2.985875357,2.892651034,2.255272505,36.45
339,0,0,197,0,968,781,365,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,5.899897354,2.530199698,0,0,2.294466226,0,2.985875357,2.892651034,2.562292864,38.89
236,0,0,194,0,968,885,3,5.463831805,0,0,5.267858159,0,6.875232087,6.785587645,1.098612289,2.372912003,0,0,2.28780173,0,2.985875357,2.946943271,0.477121255,6.47
236,0,0,194,0,968,885,14,5.463831805,0,0,5.267858159,0,6.875232087,6.785587645,2.63905733,2.372912003,0,0,2.28780173,0,2.985875357,2.946943271,1.146128036,12.84
236,0,0,194,0,968,885,28,5.463831805,0,0,5.267858159,0,6.875232087,6.785587645,3.33220451,2.372912003,0,0,2.28780173,0,2.985875357,2.946943271,1.447158031,18.42
236,0,0,194,0,968,885,90,5.463831805,0,0,5.267858159,0,6.875232087,6.785587645,4.49980967,2.372912003,0,0,2.28780173,0,2.985875357,2.946943271,1.954242509,21.95
236,0,0,193,0,968,885,180,5.463831805,0,0,5.262690189,0,6.875232087,6.785587645,5.192956851,2.372912003,0,0,2.285557309,0,2.985875357,2.946943271,2.255272505,24.1
236,0,0,193,0,968,885,365,5.463831805,0,0,5.262690189,0,6.875232087,6.785587645,5.899897354,2.372912003,0,0,2.285557309,0,2.985875357,2.946943271,2.562292864,25.08
277,0,0,191,0,968,856,14,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,2.63905733,2.442479769,0,0,2.281033367,0,2.985875357,2.932473765,1.146128036,21.26
277,0,0,191,0,968,856,28,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,3.33220451,2.442479769,0,0,2.281033367,0,2.985875357,2.932473765,1.447158031,25.97
277,0,0,191,0,968,856,3,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,1.098612289,2.442479769,0,0,2.281033367,0,2.985875357,2.932473765,0.477121255,11.36
277,0,0,191,0,968,856,90,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,4.49980967,2.442479769,0,0,2.281033367,0,2.985875357,2.932473765,1.954242509,31.25
277,0,0,191,0,968,856,180,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,5.192956851,2.442479769,0,0,2.281033367,0,2.985875357,2.932473765,2.255272505,32.33
277,0,0,191,0,968,856,360,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,5.886104031,2.442479769,0,0,2.281033367,0,2.985875357,2.932473765,2.556302501,33.7
254,0,0,198,0,968,863,3,5.537334267,0,0,5.288267031,0,6.875232087,6.760414691,1.098612289,2.404833717,0,0,2.29666519,0,2.985875357,2.936010796,0.477121255,9.31
254,0,0,198,0,968,863,90,5.537334267,0,0,5.288267031,0,6.875232087,6.760414691,4.49980967,2.404833717,0,0,2.29666519,0,2.985875357,2.936010796,1.954242509,26.94
254,0,0,198,0,968,863,180,5.537334267,0,0,5.288267031,0,6.875232087,6.760414691,5.192956851,2.404833717,0,0,2.29666519,0,2.985875357,2.936010796,2.255272505,27.63
254,0,0,198,0,968,863,365,5.537334267,0,0,5.288267031,0,6.875232087,6.760414691,5.899897354,2.404833717,0,0,2.29666519,0,2.985875357,2.936010796,2.562292864,29.79
307,0,0,193,0,968,812,180,5.726847748,0,0,5.262690189,0,6.875232087,6.69950034,5.192956851,2.487138375,0,0,2.285557309,0,2.985875357,2.909556029,2.255272505,34.49
