cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,ln_cement,ln_blast_furnace_slag,ln_fly_ash,ln_water,ln_superplasticizer,ln_coarse_aggregate,ln_fine_aggregate ,ln_age,sqrt_cement,sqrt_blast_furnace_slag,sqrt_fly_ash,sqrt_water,sqrt_superplasticizer,sqrt_coarse_aggregate,sqrt_fine_aggregate ,sqrt_age,log2_cement,log2_blast_furnace_slag,log2_fly_ash,log2_water,log2_superplasticizer,log2_coarse_aggregate,log2_fine_aggregate ,log2_age,log10_ln_cement,log10_ln_blast_furnace_slag,log10_ln_fly_ash,log10_ln_water,log10_ln_superplasticizer,log10_ln_coarse_aggregate,log10_ln_fine_aggregate ,log10_ln_age,sqrt2_log2_cement,sqrt2_log2_blast_furnace_slag,sqrt2_log2_fly_ash,sqrt2_log2_water,sqrt2_log2_superplasticizer,sqrt2_log2_coarse_aggregate,sqrt2_log2_fine_aggregate ,sqrt2_log2_age,cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,concrete_compressive_strength
339,0,0,197,0,968,781,14,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,2.63905733,18.41195264,0,0,14.03566885,0,31.11269837,27.94637722,3.741657387,8.405141463,0,0,7.622051819,0,9.918863237,9.609178738,3.807354922,2.530199698,0,0,2.294466226,0,2.985875357,2.892651034,1.146128036,4.290915128,0,0,3.746420805,0,5.577875794,5.286433318,1.93433642,339,0,0,197,0,968,781,14,27.04
339,0,0,197,0,968,781,28,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,3.33220451,18.41195264,0,0,14.03566885,0,31.11269837,27.94637722,5.291502622,8.405141463,0,0,7.622051819,0,9.918863237,9.609178738,4.807354922,2.530199698,0,0,2.294466226,0,2.985875357,2.892651034,1.447158031,4.290915128,0,0,3.746420805,0,5.577875794,5.286433318,2.300326634,339,0,0,197,0,968,781,28,32.04
339,0,0,197,0,968,781,90,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,4.49980967,18.41195264,0,0,14.03566885,0,31.11269837,27.94637722,9.486832981,8.405141463,0,0,7.622051819,0,9.918863237,9.609178738,6.491853096,2.530199698,0,0,2.294466226,0,2.985875357,2.892651034,1.954242509,4.290915128,0,0,3.746420805,0,5.577875794,5.286433318,3.080070288,339,0,0,197,0,968,781,90,35.17
339,0,0,197,0,968,781,180,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,5.192956851,18.41195264,0,0,14.03566885,0,31.11269837,27.94637722,13.41640786,8.405141463,0,0,7.622051819,0,9.918863237,9.609178738,7.491853096,2.530199698,0,0,2.294466226,0,2.985875357,2.892651034,2.255272505,4.290915128,0,0,3.746420805,0,5.577875794,5.286433318,3.662841501,339,0,0,197,0,968,781,180,36.45
339,0,0,197,0,968,781,365,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,5.899897354,18.41195264,0,0,14.03566885,0,31.11269837,27.94637722,19.10497317,8.405141463,0,0,7.622051819,0,9.918863237,9.609178738,8.511752654,2.530199698,0,0,2.294466226,0,2.985875357,2.892651034,2.562292864,4.290915128,0,0,3.746420805,0,5.577875794,5.286433318,4.370923607,339,0,0,197,0,968,781,365,38.89
236,0,0,194,0,968,885,3,5.463831805,0,0,5.267858159,0,6.875232087,6.785587645,1.098612289,15.3622915,0,0,13.92838828,0,31.11269837,29.74894956,1.732050808,7.882643049,0,0,7.599912842,0,9.918863237,9.789533645,1.584962501,2.372912003,0,0,2.28780173,0,2.985875357,2.946943271,0.477121255,3.919475921,0,0,3.732075599,0,5.577875794,5.454259763,1.316074013,236,0,0,194,0,968,885,3,6.47
236,0,0,194,0,968,885,14,5.463831805,0,0,5.267858159,0,6.875232087,6.785587645,2.63905733,15.3622915,0,0,13.92838828,0,31.11269837,29.74894956,3.741657387,7.882643049,0,0,7.599912842,0,9.918863237,9.789533645,3.807354922,2.372912003,0,0,2.28780173,0,2.985875357,2.946943271,1.146128036,3.919475921,0,0,3.732075599,0,5.577875794,5.454259763,1.93433642,236,0,0,194,0,968,885,14,12.84
236,0,0,194,0,968,885,28,5.463831805,0,0,5.267858159,0,6.875232087,6.785587645,3.33220451,15.3622915,0,0,13.92838828,0,31.11269837,29.74894956,5.291502622,7.882643049,0,0,7.599912842,0,9.918863237,9.789533645,4.807354922,2.372912003,0,0,2.28780173,0,2.985875357,2.946943271,1.447158031,3.919475921,0,0,3.732075599,0,5.577875794,5.454259763,2.300326634,236,0,0,194,0,968,885,28,18.42
236,0,0,194,0,968,885,90,5.463831805,0,0,5.267858159,0,6.875232087,6.785587645,4.49980967,15.3622915,0,0,13.92838828,0,31.11269837,29.74894956,9.486832981,7.882643049,0,0,7.599912842,0,9.918863237,9.789533645,6.491853096,2.372912003,0,0,2.28780173,0,2.985875357,2.946943271,1.954242509,3.919475921,0,0,3.732075599,0,5.577875794,5.454259763,3.080070288,236,0,0,194,0,968,885,90,21.95
236,0,0,193,0,968,885,180,5.463831805,0,0,5.262690189,0,6.875232087,6.785587645,5.192956851,15.3622915,0,0,13.89244399,0,31.11269837,29.74894956,13.41640786,7.882643049,0,0,7.592457037,0,9.918863237,9.789533645,7.491853096,2.372912003,0,0,2.285557309,0,2.985875357,2.946943271,2.255272505,3.919475921,0,0,3.727256899,0,5.577875794,5.454259763,3.662841501,236,0,0,193,0,968,885,180,24.1
236,0,0,193,0,968,885,365,5.463831805,0,0,5.262690189,0,6.875232087,6.785587645,5.899897354,15.3622915,0,0,13.89244399,0,31.11269837,29.74894956,19.10497317,7.882643049,0,0,7.592457037,0,9.918863237,9.789533645,8.511752654,2.372912003,0,0,2.285557309,0,2.985875357,2.946943271,2.562292864,3.919475921,0,0,3.727256899,0,5.577875794,5.454259763,4.370923607,236,0,0,193,0,968,885,365,25.08
277,0,0,191,0,968,856,14,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,2.63905733,16.64331698,0,0,13.82027496,0,31.11269837,29.25747768,3.741657387,8.113742166,0,0,7.577428828,0,9.918863237,9.741466986,3.807354922,2.442479769,0,0,2.281033367,0,2.985875357,2.932473765,1.146128036,4.079622161,0,0,3.717563041,0,5.577875794,5.40901818,1.93433642,277,0,0,191,0,968,856,14,21.26
277,0,0,191,0,968,856,28,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,3.33220451,16.64331698,0,0,13.82027496,0,31.11269837,29.25747768,5.291502622,8.113742166,0,0,7.577428828,0,9.918863237,9.741466986,4.807354922,2.442479769,0,0,2.281033367,0,2.985875357,2.932473765,1.447158031,4.079622161,0,0,3.717563041,0,5.577875794,5.40901818,2.300326634,277,0,0,191,0,968,856,28,25.97
277,0,0,191,0,968,856,3,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,1.098612289,16.64331698,0,0,13.82027496,0,31.11269837,29.25747768,1.732050808,8.113742166,0,0,7.577428828,0,9.918863237,9.741466986,1.584962501,2.442479769,0,0,2.281033367,0,2.985875357,2.932473765,0.477121255,4.079622161,0,0,3.717563041,0,5.577875794,5.40901818,1.316074013,277,0,0,191,0,968,856,3,11.36
277,0,0,191,0,968,856,90,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,4.49980967,16.64331698,0,0,13.82027496,0,31.11269837,29.25747768,9.486832981,8.113742166,0,0,7.577428828,0,9.918863237,9.741466986,6.491853096,2.442479769,0,0,2.281033367,0,2.985875357,2.932473765,1.954242509,4.079622161,0,0,3.717563041,0,5.577875794,5.40901818,3.080070288,277,0,0,191,0,968,856,90,31.25
277,0,0,191,0,968,856,180,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,5.192956851,16.64331698,0,0,13.82027496,0,31.11269837,29.25747768,13.41640786,8.113742166,0,0,7.577428828,0,9.918863237,9.741466986,7.491853096,2.442479769,0,0,2.281033367,0,2.985875357,2.932473765,2.255272505,4.079622161,0,0,3.717563041,0,5.577875794,5.40901818,3.662841501,277,0,0,191,0,968,856,180,32.33
277,0,0,191,0,968,856,360,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,5.886104031,16.64331698,0,0,13.82027496,0,31.11269837,29.25747768,18.97366596,8.113742166,0,0,7.577428828,0,9.918863237,9.741466986,8.491853096,2.442479769,0,0,2.281033367,0,2.985875357,2.932473765,2.556302501,4.079622161,0,0,3.717563041,0,5.577875794,5.40901818,4.355877175,277,0,0,191,0,968,856,360,33.7
254,0,0,198,0,968,863,3,5.537334267,0,0,5.288267031,0,6.875232087,6.760414691,1.098612289,15.93737745,0,0,14.07124728,0,31.11269837,29.37686164,1.732050808,7.988684687,0,0,7.62935662,0,9.918863237,9.753216749,1.584962501,2.404833717,0,0,2.29666519,0,2.985875357,2.936010796,0.477121255,3.992164507,0,0,3.751166123,0,5.577875794,5.420042587,1.316074013,254,0,0,198,0,968,863,3,9.31
254,0,0,198,0,968,863,90,5.537334267,0,0,5.288267031,0,6.875232087,6.760414691,4.49980967,15.93737745,0,0,14.07124728,0,31.11269837,29.37686164,9.486832981,7.988684687,0,0,7.62935662,0,9.918863237,9.753216749,6.491853096,2.404833717,0,0,2.29666519,0,2.985875357,2.936010796,1.954242509,3.992164507,0,0,3.751166123,0,5.577875794,5.420042587,3.080070288,254,0,0,198,0,968,863,90,26.94
254,0,0,198,0,968,863,180,5.537334267,0,0,5.288267031,0,6.875232087,6.760414691,5.192956851,15.93737745,0,0,14.07124728,0,31.11269837,29.37686164,13.41640786,7.988684687,0,0,7.62935662,0,9.918863237,9.753216749,7.491853096,2.404833717,0,0,2.29666519,0,2.985875357,2.936010796,2.255272505,3.992164507,0,0,3.751166123,0,5.577875794,5.420042587,3.662841501,254,0,0,198,0,968,863,180,27.63
254,0,0,198,0,968,863,365,5.537334267,0,0,5.288267031,0,6.875232087,6.760414691,5.899897354,15.93737745,0,0,14.07124728,0,31.11269837,29.37686164,19.10497317,7.988684687,0,0,7.62935662,0,9.918863237,9.753216749,8.511752654,2.404833717,0,0,2.29666519,0,2.985875357,2.936010796,2.562292864,3.992164507,0,0,3.751166123,0,5.577875794,5.420042587,4.370923607,254,0,0,198,0,968,863,365,29.79
307,0,0,193,0,968,812,180,5.726847748,0,0,5.262690189,0,6.875232087,6.69950034,5.192956851,17.52141547,0,0,13.89244399,0,31.11269837,28.4956137,13.41640786,8.262094845,0,0,7.592457037,0,9.918863237,9.665335917,7.491853096,2.487138375,0,0,2.285557309,0,2.985875357,2.909556029,2.255272505,4.185858988,0,0,3.727256899,0,5.577875794,5.338128295,3.662841501,307,0,0,193,0,968,812,180,34.49
307,0,0,193,0,968,812,365,5.726847748,0,0,5.262690189,0,6.875232087,6.69950034,5.899897354,17.52141547,0,0,13.89244399,0,31.11269837,28.4956137,19.10497317,8.262094845,0,0,7.592457037,0,9.918863237,9.665335917,8.511752654,2.487138375,0,0,2.285557309,0,2.985875357,2.909556029,2.562292864,4.185858988,0,0,3.727256899,0,5.577875794,5.338128295,4.370923607,307,0,0,193,0,968,812,365,36.15
307,0,0,193,0,968,812,3,5.726847748,0,0,5.262690189,0,6.875232087,6.69950034,1.098612289,17.52141547,0,0,13.89244399,0,31.11269837,28.4956137,1.732050808,8.262094845,0,0,7.592457037,0,9.918863237,9.665335917,1.584962501,2.487138375,0,0,2.285557309,0,2.985875357,2.909556029,0.477121255,4.185858988,0,0,3.727256899,0,5.577875794,5.338128295,1.316074013,307,0,0,193,0,968,812,3,12.54
307,0,0,193,0,968,812,28,5.726847748,0,0,5.262690189,0,6.875232087,6.69950034,3.33220451,17.52141547,0,0,13.89244399,0,31.11269837,28.4956137,5.291502622,8.262094845,0,0,7.592457037,0,9.918863237,9.665335917,4.807354922,2.487138375,0,0,2.285557309,0,2.985875357,2.909556029,1.447158031,4.185858988,0,0,3.727256899,0,5.577875794,5.338128295,2.300326634,307,0,0,193,0,968,812,28,27.53
307,0,0,193,0,968,812,90,5.726847748,0,0,5.262690189,0,6.875232087,6.69950034,4.49980967,17.52141547,0,0,13.89244399,0,31.11269837,28.4956137,9.486832981,8.262094845,0,0,7.592457037,0,9.918863237,9.665335917,6.491853096,2.487138375,0,0,2.285557309,0,2.985875357,2.909556029,1.954242509,4.185858988,0,0,3.727256899,0,5.577875794,5.338128295,3.080070288,307,0,0,193,0,968,812,90,32.92
236,0,0,193,0,968,885,7,5.463831805,0,0,5.262690189,0,6.875232087,6.785587645,1.945910149,15.3622915,0,0,13.89244399,0,31.11269837,29.74894956,2.645751311,7.882643049,0,0,7.592457037,0,9.918863237,9.789533645,2.807354922,2.372912003,0,0,2.285557309,0,2.985875357,2.946943271,0.84509804,3.919475921,0,0,3.727256899,0,5.577875794,5.454259763,1.626576562,236,0,0,193,0,968,885,7,9.99
200,0,0,180,0,1125,845,7,5.298317367,0,0,5.192956851,0,7.025538315,6.739336627,1.945910149,14.14213562,0,0,13.41640786,0,33.54101966,29.06888371,2.645751311,7.64385619,0,0,7.491853096,0,10.13570929,9.722807531,2.807354922,2.301029996,0,0,2.255272505,0,3.051152522,2.926856709,0.84509804,3.760603093,0,0,3.662841501,0,5.791460926,5.391556705,1.626576562,200,0,0,180,0,1125,845,7,7.84
200,0,0,180,0,1125,845,28,5.298317367,0,0,5.192956851,0,7.025538315,6.739336627,3.33220451,14.14213562,0,0,13.41640786,0,33.54101966,29.06888371,5.291502622,7.64385619,0,0,7.491853096,0,10.13570929,9.722807531,4.807354922,2.301029996,0,0,2.255272505,0,3.051152522,2.926856709,1.447158031,3.760603093,0,0,3.662841501,0,5.791460926,5.391556705,2.300326634,200,0,0,180,0,1125,845,28,12.25
225,0,0,181,0,1113,833,7,5.416100402,0,0,5.198497031,0,7.014814351,6.725033642,1.945910149,15,0,0,13.45362405,0,33.36165464,28.86173938,2.645751311,7.813781191,0,0,7.499845887,0,10.12023788,9.702172685,2.807354922,2.352182518,0,0,2.257678575,0,3.046495164,2.920645001,0.84509804,3.872983346,0,0,3.667918217,0,5.775954868,5.372312294,1.626576562,225,0,0,181,0,1113,833,7,11.17
225,0,0,181,0,1113,833,28,5.416100402,0,0,5.198497031,0,7.014814351,6.725033642,3.33220451,15,0,0,13.45362405,0,33.36165464,28.86173938,5.291502622,7.813781191,0,0,7.499845887,0,10.12023788,9.702172685,4.807354922,2.352182518,0,0,2.257678575,0,3.046495164,2.920645001,1.447158031,3.872983346,0,0,3.667918217,0,5.775954868,5.372312294,2.300326634,225,0,0,181,0,1113,833,28,17.34
325,0,0,184,0,1063,783,7,5.783825182,0,0,5.214935758,0,6.968850378,6.663132696,1.945910149,18.02775638,0,0,13.56465997,0,32.60368077,27.98213716,2.645751311,8.344295908,0,0,7.523561956,0,10.05392588,9.612868497,2.807354922,2.511883361,0,0,2.264817823,0,3.026533265,2.893761762,0.84509804,4.245910547,0,0,3.68302321,0,5.70996329,5.289814473,1.626576562,325,0,0,184,0,1063,783,7,17.54
325,0,0,184,0,1063,783,28,5.783825182,0,0,5.214935758,0,6.968850378,6.663132696,3.33220451,18.02775638,0,0,13.56465997,0,32.60368077,27.98213716,5.291502622,8.344295908,0,0,7.523561956,0,10.05392588,9.612868497,4.807354922,2.511883361,0,0,2.264817823,0,3.026533265,2.893761762,1.447158031,4.245910547,0,0,3.68302321,0,5.70996329,5.289814473,2.300326634,325,0,0,184,0,1063,783,28,30.57
275,0,0,183,0,1088,808,7,5.616771098,0,0,5.209486153,0,6.992096427,6.694562059,1.945910149,16.58312395,0,0,13.52774926,0,32.984845,28.42534081,2.645751311,8.103287808,0,0,7.515699838,0,10.08746284,9.658211483,2.807354922,2.439332694,0,0,2.26245109,0,3.036628895,2.907411361,0.84509804,4.072238199,0,0,3.678008871,0,5.743243422,5.331542067,1.626576562,275,0,0,183,0,1088,808,7,14.2
275,0,0,183,0,1088,808,28,5.616771098,0,0,5.209486153,0,6.992096427,6.694562059,3.33220451,16.58312395,0,0,13.52774926,0,32.984845,28.42534081,5.291502622,8.103287808,0,0,7.515699838,0,10.08746284,9.658211483,4.807354922,2.439332694,0,0,2.26245109,0,3.036628895,2.907411361,1.447158031,4.072238199,0,0,3.678008871,0,5.743243422,5.331542067,2.300326634,275,0,0,183,0,1088,808,28,24.5
300,0,0,184,0,1075,795,7,5.703782475,0,0,5.214935758,0,6.980075941,6.678342115,1.945910149,17.32050808,0,0,13.56465997,0,32.78719262,28.19574436,2.645751311,8.22881869,0,0,7.523561956,0,10.07012094,9.63481105,2.807354922,2.477121255,0,0,2.264817823,0,3.031408464,2.900367129,0.84509804,4.16179145,0,0,3.68302321,0,5.726010183,5.309966512,1.626576562,300,0,0,184,0,1075,795,7,15.58
300,0,0,184,0,1075,795,28,5.703782475,0,0,5.214935758,0,6.980075941,6.678342115,3.33220451,17.32050808,0,0,13.56465997,0,32.78719262,28.19574436,5.291502622,8.22881869,0,0,7.523561956,0,10.07012094,9.63481105,4.807354922,2.477121255,0,0,2.264817823,0,3.031408464,2.900367129,1.447158031,4.16179145,0,0,3.68302321,0,5.726010183,5.309966512,2.300326634,300,0,0,184,0,1075,795,28,26.85
375,0,0,186,0,1038,758,7,5.926926026,0,0,5.225746674,0,6.945051064,6.630683386,1.945910149,19.36491673,0,0,13.6381817,0,32.21800739,27.5317998,2.645751311,8.550746785,0,0,7.539158811,0,10.01959073,9.566054038,2.807354922,2.574031268,0,0,2.269512944,0,3.016197354,2.879669206,0.84509804,4.400558684,0,0,3.692990888,0,5.676090854,5.247075356,1.626576562,375,0,0,186,0,1038,758,7,26.06
375,0,0,186,0,1038,758,28,5.926926026,0,0,5.225746674,0,6.945051064,6.630683386,3.33220451,19.36491673,0,0,13.6381817,0,32.21800739,27.5317998,5.291502622,8.550746785,0,0,7.539158811,0,10.01959073,9.566054038,4.807354922,2.574031268,0,0,2.269512944,0,3.016197354,2.879669206,1.447158031,4.400558684,0,0,3.692990888,0,5.676090854,5.247075356,2.300326634,375,0,0,186,0,1038,758,28,38.21
400,0,0,187,0,1025,745,28,5.991464547,0,0,5.231108617,0,6.932447892,6.613384218,3.33220451,20,0,0,13.67479433,0,32.01562119,27.29468813,5.291502622,8.64385619,0,0,7.54689446,0,10.00140819,9.541096615,4.807354922,2.602059991,0,0,2.271841607,0,3.010723865,2.872156273,1.447158031,4.472135955,0,0,3.697944609,0,5.658234812,5.224431847,2.300326634,400,0,0,187,0,1025,745,28,43.7
400,0,0,187,0,1025,745,7,5.991464547,0,0,5.231108617,0,6.932447892,6.613384218,1.945910149,20,0,0,13.67479433,0,32.01562119,27.29468813,2.645751311,8.64385619,0,0,7.54689446,0,10.00140819,9.541096615,2.807354922,2.602059991,0,0,2.271841607,0,3.010723865,2.872156273,0.84509804,4.472135955,0,0,3.697944609,0,5.658234812,5.224431847,1.626576562,400,0,0,187,0,1025,745,7,30.14
250,0,0,182,0,1100,820,7,5.521460918,0,0,5.204006687,0,7.003065459,6.70930434,1.945910149,15.8113883,0,0,13.49073756,0,33.1662479,28.63564213,2.645751311,7.965784285,0,0,7.50779464,0,10.10328781,9.6794801,2.807354922,2.397940009,0,0,2.260071388,0,3.041392685,2.913813852,0.84509804,3.976353644,0,0,3.67297394,0,5.759014491,5.351228095,1.626576562,250,0,0,182,0,1100,820,7,12.73
250,0,0,182,0,1100,820,28,5.521460918,0,0,5.204006687,0,7.003065459,6.70930434,3.33220451,15.8113883,0,0,13.49073756,0,33.1662479,28.63564213,5.291502622,7.965784285,0,0,7.50779464,0,10.10328781,9.6794801,4.807354922,2.397940009,0,0,2.260071388,0,3.041392685,2.913813852,1.447158031,3.976353644,0,0,3.67297394,0,5.759014491,5.351228095,2.300326634,250,0,0,182,0,1100,820,28,20.87
350,0,0,186,0,1050,770,7,5.857933154,0,0,5.225746674,0,6.956545443,6.646390515,1.945910149,18.70828693,0,0,13.6381817,0,32.40370349,27.74887385,2.645751311,8.451211112,0,0,7.539158811,0,10.03617361,9.588714636,2.807354922,2.544068044,0,0,2.269512944,0,3.021189299,2.886490725,0.84509804,4.325307727,0,0,3.692990888,0,5.692425098,5.267719986,1.626576562,350,0,0,186,0,1050,770,7,20.28
350,0,0,186,0,1050,770,28,5.857933154,0,0,5.225746674,0,6.956545443,6.646390515,3.33220451,18.70828693,0,0,13.6381817,0,32.40370349,27.74887385,5.291502622,8.451211112,0,0,7.539158811,0,10.03617361,9.588714636,4.807354922,2.544068044,0,0,2.269512944,0,3.021189299,2.886490725,1.447158031,4.325307727,0,0,3.692990888,0,5.692425098,5.267719986,2.300326634,350,0,0,186,0,1050,770,28,34.29
203.5,305.3,0,203.5,0,963.4,630,7,5.315666005,5.7212949,0,5.315666005,0,6.870468694,6.445719819,1.945910149,14.26534262,17.47283606,0,14.26534262,0,31.03868554,25.0998008,2.645751311,7.668884984,8.254083779,0,7.668884984,0,9.911991114,9.299208018,2.807354922,2.308564414,2.484726804,0,2.308564414,0,2.983806642,2.799340549,0.84509804,3.77694885,4.18005216,0,3.77694885,0,5.571237344,5.009970139,1.626576562,203.5,305.3,0,203.5,0,963.4,630,7,19.54
250.2,166.8,0,203.5,0,977.6,694.1,90,5.522260598,5.11679549,0,5.315666005,0,6.885100588,6.542616042,4.49980967,15.81771159,12.91510743,0,14.26534262,0,31.26659559,26.34577765,9.486832981,7.966937979,7.381975479,0,7.668884984,0,9.933100475,9.438999719,6.491853096,2.398287305,2.222196046,0,2.308564414,0,2.990161193,2.841422044,1.954242509,3.977148676,3.593759512,0,3.77694885,0,5.591654102,5.132813814,3.080070288,250.2,166.8,0,203.5,0,977.6,694.1,90,47.71
157,236,0,192,0,935.4,781.2,90,5.056245805,5.463831805,0,5.257495372,0,6.840974245,6.660831199,4.49980967,12.52996409,15.3622915,0,13.85640646,0,30.5843097,27.94995528,9.486832981,7.294620749,7.882643049,0,7.584962501,0,9.869439619,9.609548139,6.491853096,2.195899652,2.372912003,0,2.283301229,0,2.970997366,2.892762235,1.954242509,3.539768931,3.919475921,0,3.722419436,0,5.530308283,5.286771725,3.080070288,157,236,0,192,0,935.4,781.2,90,43.38
141.3,212,0,203.5,0,971.8,748.5,28,4.95088529,5.356586275,0,5.315666005,0,6.879150022,6.618071204,3.33220451,11.88696765,14.56021978,0,14.26534262,0,31.17370687,27.35872804,5.291502622,7.142617655,7.727920455,0,7.668884984,0,9.924515622,9.547858506,4.807354922,2.150142162,2.326335861,0,2.308564414,0,2.987576895,2.874191805,1.447158031,3.4477482,3.815785604,0,3.77694885,0,5.583341909,5.230557144,2.300326634,141.3,212,0,203.5,0,971.8,748.5,28,29.89
166.8,250.2,0,203.5,0,975.6,692.6,3,5.11679549,5.522260598,0,5.315666005,0,6.883052666,6.540452632,1.098612289,12.91510743,15.81771159,0,14.26534262,0,31.2345962,26.31729469,1.732050808,7.381975479,7.966937979,0,7.668884984,0,9.930145948,9.435878577,1.584962501,2.222196046,2.398287305,0,2.308564414,0,2.989271792,2.840482487,0.477121255,3.593759512,3.977148676,0,3.77694885,0,5.588792016,5.130038469,1.316074013,166.8,250.2,0,203.5,0,975.6,692.6,3,6.9
122.6,183.9,0,203.5,0,958.2,800.1,90,4.808927024,5.214392132,0,5.315666005,0,6.865056524,6.68473672,4.49980967,11.07248843,13.56097342,0,14.26534262,0,30.95480577,28.28603896,9.486832981,6.937815169,7.52277767,0,7.668884984,0,9.904183003,9.644036515,6.491853096,2.08849047,2.264581729,0,2.308564414,0,2.981456167,2.90314427,1.954242509,3.327534888,3.682522697,0,3.77694885,0,5.56370432,5.318462086,3.080070288,122.6,183.9,0,203.5,0,958.2,800.1,90,33.19
183.9,122.6,0,203.5,0,959.2,800,3,5.214392132,4.808927024,0,5.315666005,0,6.866099604,6.684611728,1.098612289,13.56097342,11.07248843,0,14.26534262,0,30.97095413,28.28427125,1.732050808,7.52277767,6.937815169,0,7.668884984,0,9.905687849,9.64385619,1.584962501,2.264581729,2.08849047,0,2.308564414,0,2.98190917,2.903089987,0.477121255,3.682522697,3.327534888,0,3.77694885,0,5.565155356,5.318295897,1.316074013,183.9,122.6,0,203.5,0,959.2,800,3,4.9
102,153,0,192,0,887,942,3,4.624972813,5.030437921,0,5.257495372,0,6.787844982,6.848005275,1.098612289,10.09950494,12.36931688,0,13.85640646,0,29.78254522,30.69201851,1.732050808,6.672425342,7.257387843,0,7.584962501,0,9.792790294,9.87958325,1.584962501,2.008600172,2.184691431,0,2.283301229,0,2.94792362,2.974050903,0.477121255,3.177971828,3.517003963,0,3.722419436,0,5.457338658,5.540037771,1.316074013,102,153,0,192,0,887,942,3,4.57
102,153,0,192,0,887,942,90,4.624972813,5.030437921,0,5.257495372,0,6.787844982,6.848005275,4.49980967,10.09950494,12.36931688,0,13.85640646,0,29.78254522,30.69201851,9.486832981,6.672425342,7.257387843,0,7.584962501,0,9.792790294,9.87958325,6.491853096,2.008600172,2.184691431,0,2.283301229,0,2.94792362,2.974050903,1.954242509,3.177971828,3.517003963,0,3.722419436,0,5.457338658,5.540037771,3.080070288,102,153,0,192,0,887,942,90,25.46
122.6,183.9,0,203.5,0,958.2,800.1,28,4.808927024,5.214392132,0,5.315666005,0,6.865056524,6.68473672,3.33220451,11.07248843,13.56097342,0,14.26534262,0,30.95480577,28.28603896,5.291502622,6.937815169,7.52277767,0,7.668884984,0,9.904183003,9.644036515,4.807354922,2.08849047,2.264581729,0,2.308564414,0,2.981456167,2.90314427,1.447158031,3.327534888,3.682522697,0,3.77694885,0,5.56370432,5.318462086,2.300326634,122.6,183.9,0,203.5,0,958.2,800.1,28,24.29
166.8,250.2,0,203.5,0,975.6,692.6,28,5.11679549,5.522260598,0,5.315666005,0,6.883052666,6.540452632,3.33220451,12.91510743,15.81771159,0,14.26534262,0,31.2345962,26.31729469,5.291502622,7.381975479,7.966937979,0,7.668884984,0,9.930145948,9.435878577,4.807354922,2.222196046,2.398287305,0,2.308564414,0,2.989271792,2.840482487,1.447158031,3.593759512,3.977148676,0,3.77694885,0,5.588792016,5.130038469,2.300326634,166.8,250.2,0,203.5,0,975.6,692.6,28,33.95
200,133,0,192,0,965.4,806.2,3,5.298317367,4.890349128,0,5.257495372,0,6.872542523,6.692331851,1.098612289,14.14213562,11.53256259,0,13.85640646,0,31.07088669,28.39366126,1.732050808,7.64385619,7.055282436,0,7.584962501,0,9.914983017,9.654993973,1.584962501,2.301029996,2.123851641,0,2.283301229,0,2.984707294,2.906442794,0.477121255,3.760603093,3.39596269,0,3.722419436,0,5.574126541,5.328570283,1.316074013,200,133,0,192,0,965.4,806.2,3,11.41
108.3,162.4,0,203.5,0,938.2,849,28,4.684905154,5.090062428,0,5.315666005,0,6.843963146,6.744059186,3.33220451,10.40672859,12.74362586,0,14.26534262,0,30.6300506,29.13760457,5.291502622,6.758889433,7.343407822,0,7.668884984,0,9.873751691,9.729620744,4.807354922,2.034628457,2.210586025,0,2.308564414,0,2.972295429,2.92890769,1.447158031,3.225946155,3.569821544,0,3.77694885,0,5.534442213,5.397925951,2.300326634,108.3,162.4,0,203.5,0,938.2,849,28,20.59
305.3,203.5,0,203.5,0,965.4,631,7,5.7212949,5.315666005,0,5.315666005,0,6.872542523,6.447305863,1.945910149,17.47283606,14.26534262,0,14.26534262,0,31.07088669,25.11971337,2.645751311,8.254083779,7.668884984,0,7.668884984,0,9.914983017,9.301496195,2.807354922,2.484726804,2.308564414,0,2.308564414,0,2.984707294,2.800029359,0.84509804,4.18005216,3.77694885,0,3.77694885,0,5.574126541,5.01195704,1.626576562,305.3,203.5,0,203.5,0,965.4,631,7,25.89
