fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,ln_fixed acidity,ln_volatile acidity,ln_citric acid,ln_residual sugar,ln_chlorides,ln_free sulfur dioxide,ln_total sulfur dioxide,ln_density,ln_pH,ln_sulphates,ln_alcohol,quality
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,2.041220329,-0.335472736,-4.605170186,0.741937345,-2.748872196,3.433987204,3.761200116,-0.006309865,1.226712291,-0.562118918,2.468099531,6
6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,1.931521412,-0.579818495,-3.506557897,0.405465108,-2.453407983,3.583518938,3.828641396,-0.004791461,1.261297871,-0.562118918,2.360854001,5
7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,1.987874348,-1.049822124,-1.427116356,0.693147181,-2.70306266,3.33220451,3.871201011,-0.004249014,1.232560261,-0.616186139,2.302585093,4
9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,2.208274414,-1.560647748,-0.994252273,0.470003629,-2.70306266,1.791759469,2.302585093,-0.004490065,1.172482137,-0.544727175,2.406945108,7
10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,2.341805806,-0.967584026,-0.776528789,0.741937345,-2.26336438,1.791759469,2.302585093,-0.003365657,1.137833002,-0.430782916,2.468099531,7
8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,2.174751721,-1.171182982,-0.916290732,1.029619417,-2.216407397,1.945910149,2.772588722,-0.003867469,1.196948189,-0.235722334,2.468099531,7
7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,1.960094784,-0.755022584,-6.907755279,0.78845736,-2.70306266,1.945910149,2.63905733,-0.004841702,1.223775432,-0.544727175,2.388762789,4
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,2.041220329,-0.335472736,-4.605170186,0.741937345,-2.748872196,3.433987204,3.761200116,-0.006309865,1.226712291,-0.562118918,2.468099531,6
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,2.174751721,-0.494296322,-1.660731207,1.386294361,-2.364460497,3.401197382,4.234106505,-0.002132272,1.16938136,-0.693147181,2.302585093,6
7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,1.974081026,-0.510825624,-3.218875825,0.916290732,-2.577021939,2.890371758,4.477336814,-0.002553257,1.261297871,-0.597837001,2.251291799,5
9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,2.219203484,-0.579818495,-1.714798428,0.470003629,-2.551046452,2.302585093,3.044522438,-0.004249014,1.147402453,-0.713349888,2.292534757,5
7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,2.028148247,-0.335472736,-6.907755279,0.741937345,-2.688247574,3.401197382,3.555348061,-0.004680939,1.247032294,-0.430782916,2.433613355,6
8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,2.128231706,-1.171182982,-1.237874356,1.131402111,-1.63989712,2.63905733,3.258096538,-0.004650798,1.16938136,-0.248461359,2.48490665,6
7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,1.974081026,-0.510825624,-3.218875825,0.916290732,-2.577021939,2.890371758,4.477336814,-0.002553257,1.261297871,-0.597837001,2.251291799,5
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,2.174751721,-0.494296322,-1.660731207,1.386294361,-2.364460497,3.401197382,4.234106505,-0.002132272,1.16938136,-0.693147181,2.302585093,6
8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,2.186051277,-0.287682072,-1.966112856,0.916290732,-2.453407983,2.197224577,3.401197382,-0.001761551,1.205970807,-0.446287103,2.351375257,5
9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,2.197224577,-0.223143551,-2.120263536,0.875468737,-2.488914671,2.079441542,3.33220451,-0.001641346,1.202972304,-0.430782916,2.341805806,6
10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,2.370243741,-0.653926467,-0.967584026,0.955511445,-2.718100537,3.36729583,4.025351691,-0.004238972,1.147402453,-0.235722334,2.493205453,7
6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,1.916922612,-0.562118918,-6.907755279,0.916290732,-2.63108916,3.465735903,4.158883083,-0.005102998,1.232560261,-0.579818495,2.415913778,6
10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,2.370243741,-0.105360516,-1.078809661,1.887069649,-2.189256408,3.135494216,4.59511985,0.002885832,1.16938136,-0.385662481,2.2300144,5
7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,1.974081026,-1.078809661,-1.427116356,0.693147181,-2.645075402,3.401197382,3.951243719,-0.004249014,1.235471471,-0.544727175,2.312535424,5
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,1.974081026,-0.415515444,-3.506557897,0.832909123,-2.551046452,2.772588722,4.454347296,-0.002573308,1.261297871,-0.562118918,2.272125886,5
10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,2.312535424,-0.798507696,-1.46967597,0.641853886,-2.501036032,2.302585093,2.890371758,-0.002262558,1.16938136,-0.430782916,2.2300144,6
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,1.974081026,-0.415515444,-3.506557897,0.832909123,-2.551046452,2.772588722,4.454347296,-0.002573308,1.261297871,-0.562118918,2.272125886,5
7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,1.974081026,-0.46203546,-3.506557897,0.78845736,-2.525728644,2.833213344,4.477336814,-0.002553257,1.261297871,-0.544727175,2.282382386,6
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,1.960094784,-0.527632742,-4.605170186,0.832909123,-2.525728644,3.295836866,3.761200116,-0.004510155,1.229640551,-0.544727175,2.370243741,6
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,2.116255515,-1.171182982,-0.94160854,0.875468737,-2.551046452,2.833213344,3.761200116,-0.005575514,1.196948189,-0.261364764,2.525728644,7
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,1.960094784,-0.527632742,-4.605170186,0.832909123,-2.525728644,3.295836866,3.761200116,-0.004510155,1.229640551,-0.544727175,2.370243741,6
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,2.116255515,-1.171182982,-0.94160854,0.875468737,-2.551046452,2.833213344,3.761200116,-0.005575514,1.196948189,-0.261364764,2.525728644,7
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,2.116255515,0.019802627,-3.912023005,1.223775432,-2.47693848,1.791759469,2.397895273,-0.001080584,1.247032294,-0.713349888,2.397895273,3
8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,2.186051277,-1.171182982,-1.021651248,0.955511445,-2.882403588,2.302585093,3.663561646,-0.00438962,1.223775432,-0.371063681,2.468099531,5
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,2.00148,-0.45413028,-2.302585093,0.875468737,-2.525728644,2.772588722,3.496507561,-0.002643491,1.2753628,-0.371063681,2.379546134,7
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,2.00148,-0.45413028,-2.302585093,0.875468737,-2.525728644,2.772588722,3.496507561,-0.002643491,1.2753628,-0.371063681,2.379546134,7
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,1.916922612,-0.527632742,-2.813410717,1.791759469,-2.813410717,2.397895273,2.890371758,-0.003807238,1.226712291,-0.527632742,2.379546134,7
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,1.916922612,-0.527632742,-2.813410717,1.791759469,-2.813410717,2.397895273,2.890371758,-0.003807238,1.226712291,-0.527632742,2.379546134,7
9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,2.219203484,-0.544727175,-1.609437912,1.098612289,-2.513306124,2.708050201,4.744932128,-0.002002003,1.172482137,-0.527632742,2.251291799,5
7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,1.974081026,-0.616186139,-1.30933332,0.955511445,-2.47693848,2.48490665,4.356708827,-0.003606496,1.220829921,-0.342490309,2.397895273,5
6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,1.808288771,-0.579818495,-6.907755279,0.78845736,-2.538307427,1.791759469,2.197224577,-0.005213567,1.278152203,-0.616186139,2.442347035,6
7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,2.00148,-0.653926467,-2.040220829,0.875468737,-2.551046452,3.526360525,4.110873864,-0.004731174,1.232560261,-0.527632742,2.379546134,6
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,1.987874348,-1.187443502,-0.94160854,0.182321557,-2.830217835,1.945910149,2.397895273,-0.006712478,1.190887565,-0.653926467,2.442347035,6
9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,2.2300144,-0.967584026,-0.733969175,1.335001067,-2.024953356,1.098612289,2.397895273,-0.004238972,1.172482137,-0.562118918,2.58021683,6
9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,2.208274414,-1.272965676,-0.776528789,2.197224577,-2.171556831,1.098612289,2.197224577,-0.00099049,1.156881197,-0.510825624,2.388762789,6
10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,2.302585093,-0.776528789,-0.820980552,1.064710737,-2.733368009,1.386294361,2.079441542,-0.003265325,1.202972304,-0.478035801,2.501435952,6
9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,2.240709689,-0.928869514,-0.776528789,1.526056303,-2.364460497,1.098612289,2.302585093,-0.003616532,1.184789985,-0.446287103,2.501435952,7
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,1.987874348,-1.187443502,-0.94160854,0.182321557,-2.830217835,1.945910149,2.397895273,-0.006712478,1.190887565,-0.653926467,2.442347035,6
8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,2.151762203,-1.15518264,-0.916290732,0.78845736,-2.538307427,1.098612289,1.791759469,-0.004891946,1.184789985,-0.400477567,2.4765384,6
5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,1.667706821,-0.335472736,-1.660731207,0.405465108,-1.826350914,1.945910149,4.127134385,-0.006068375,1.286474026,-0.494296322,2.397895273,5
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,1.916922612,-0.891598119,-1.171182982,2.174751721,-2.47693848,3.258096538,3.80666249,-0.001761551,1.217875709,-0.446287103,2.312535424,6
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,2.128231706,-1.021651248,-1.139434283,0.78845736,-2.513306124,3.465735903,4.369447852,-0.003606496,1.193922468,-0.328504067,2.397895273,6
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,2.128231706,-0.478035801,-2.120263536,0.587786665,-2.63108916,3.63758616,3.828641396,-0.004972342,1.217875709,-0.116533816,2.468099531,6
9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,2.261763098,-0.891598119,-0.994252273,0.832909123,-2.396895772,2.302585093,3.135494216,-0.002142293,1.17557333,-0.579818495,2.351375257,5
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,2.128231706,-1.021651248,-1.139434283,0.78845736,-2.513306124,3.465735903,4.369447852,-0.003606496,1.193922468,-0.328504067,2.397895273,6
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,2.128231706,-0.478035801,-2.120263536,0.587786665,-2.63108916,3.63758616,3.828641396,-0.004972342,1.217875709,-0.116533816,2.468099531,6
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,1.916922612,-0.891598119,-1.171182982,2.174751721,-2.47693848,3.258096538,3.80666249,-0.001761551,1.217875709,-0.446287103,2.312535424,6
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,2.151762203,-0.755022584,-1.30933332,0.832909123,-2.900422094,2.63905733,3.33220451,-0.004851751,1.156881197,-0.223143551,2.415913778,5
8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,2.151762203,-1.514127733,-1.021651248,0.641853886,-2.748872196,3.970291914,4.343805422,-0.003967862,1.244154594,-0.139262067,2.397895273,7
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,2.240709689,-1.427116356,-1.108662625,0.832909123,-2.796881415,3.951243719,4.290459441,-0.002142293,1.244154594,-0.105360516,2.32238772,6
8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,2.128231706,-0.400477567,-1.660731207,0.78845736,-2.375155786,2.397895273,4.317488114,-0.002643491,1.16315081,-0.527632742,2.219203484,4
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,2.151762203,-0.755022584,-1.30933332,0.832909123,-2.900422094,2.63905733,3.33220451,-0.004851751,1.156881197,-0.223143551,2.415913778,5
8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,2.163323026,-1.108662625,-0.967584026,1.193922468,-2.764620553,2.302585093,2.944438979,-0.005334202,1.193922468,-0.314710745,2.48490665,7
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,1.887069649,-0.494296322,-4.605170186,0.641853886,-2.525728644,2.079441542,3.218875825,-0.002543231,1.305626458,-0.314710745,2.351375257,5
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,2.00148,-0.494296322,-4.605170186,0.693147181,-2.603690186,2.564949357,3.63758616,-0.002523181,1.247032294,-0.430782916,2.282382386,5
7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,2.028148247,-0.916290732,-1.237874356,0.641853886,-2.551046452,3.36729583,4.189654742,-0.002904213,1.238374231,-0.527632742,2.251291799,6
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,2.00148,-0.494296322,-4.605170186,0.693147181,-2.603690186,2.564949357,3.63758616,-0.002523181,1.247032294,-0.430782916,2.282382386,5
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,1.887069649,-0.494296322,-4.605170186,0.641853886,-2.525728644,2.079441542,3.218875825,-0.002543231,1.305626458,-0.314710745,2.351375257,5
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,2.174751721,-1.203972804,-0.967584026,0.832909123,-2.813410717,2.944438979,4.276666119,-0.004580474,1.220829921,-0.328504067,2.468099531,6
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,2.174751721,-1.203972804,-0.967584026,0.832909123,-2.813410717,2.944438979,4.276666119,-0.004580474,1.220829921,-0.328504067,2.468099531,6
12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,2.48490665,-0.46203546,-0.693147181,0.336472237,-2.645075402,1.791759469,3.258096538,-0.002092187,1.121677562,-0.510825624,2.341805806,4
7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,1.974081026,-0.967584026,-0.967584026,1.029619417,-2.688247574,3.135494216,3.737669618,-0.006460826,1.205970807,-0.328504067,2.557227311,7
6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,1.824549292,-0.776528789,-1.771956842,0.470003629,-2.617295838,1.945910149,2.397895273,-0.005766595,1.283707772,-0.616186139,2.433613355,5
9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,2.261763098,-1.108662625,-0.653926467,0.78845736,-2.603690186,2.564949357,3.218875825,-0.004922094,1.211940974,-0.274436846,2.517696473,7
9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,2.292534757,-1.30933332,-0.713349888,1.609437912,-2.501036032,2.197224577,2.833213344,-0.005173359,1.160020917,-0.653926467,2.525728644,7
10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,2.312535424,-0.84397007,-0.916290732,0.955511445,-2.385966702,2.564949357,3.951243719,-0.001661379,1.16938136,-0.446287103,2.302585093,7
9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,2.282382386,-0.693147181,-1.078809661,0.832909123,-2.364460497,2.302585093,3.80666249,-0.001360926,1.17557333,-0.510825624,2.272125886,7
8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,2.116255515,-1.203972804,-0.713349888,1.335001067,-2.407945609,2.397895273,3.17805383,-0.005032643,1.184789985,-0.446287103,2.493205453,7
10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,2.32238772,-0.820980552,-0.867500568,0.693147181,-2.645075402,1.945910149,2.995732274,-0.004349445,1.1442228,-0.235722334,2.406945108,7
10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,2.32238772,-0.820980552,-0.544727175,1.410986974,-2.385966702,2.397895273,3.17805383,-0.002553257,1.190887565,-0.010050336,2.48490665,7
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,2.116255515,-1.272965676,-0.733969175,0.741937345,-2.375155786,1.791759469,2.48490665,-0.005937593,1.181727195,-0.478035801,2.517696473,7
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,2.186051277,-2.120263536,-0.798507696,0.587786665,-2.590267165,2.302585093,3.044522438,-0.004490065,1.226712291,-0.274436846,2.4765384,7
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,2.186051277,-2.120263536,-0.798507696,0.587786665,-2.590267165,2.302585093,3.044522438,-0.004490065,1.226712291,-0.274436846,2.4765384,7
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,2.186051277,-2.120263536,-0.798507696,0.587786665,-2.590267165,2.302585093,3.044522438,-0.004490065,1.226712291,-0.274436846,2.4765384,7
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,2.116255515,-1.272965676,-0.733969175,0.741937345,-2.375155786,1.791759469,2.48490665,-0.005937593,1.181727195,-0.478035801,2.517696473,7
8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,2.104134154,-1.171182982,-0.916290732,0.78845736,-2.847312268,1.791759469,2.302585093,-0.004650798,1.196948189,-0.385662481,2.415913778,7
10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,2.32238772,-1.078809661,-0.733969175,0.741937345,-2.95651156,1.609437912,2.197224577,-0.005434741,1.16315081,-0.371063681,2.493205453,7
7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,2.028148247,-0.84397007,-0.916290732,0.993251773,-2.501036032,1.791759469,2.397895273,-0.004630705,1.235471471,-0.616186139,2.501435952,6
8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,2.140066163,-1.560647748,-0.653926467,0.641853886,-2.407945609,2.197224577,3.135494216,-0.00352621,1.211940974,-0.400477567,2.341805806,5
9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,2.197224577,-1.021651248,-0.653926467,0.741937345,-2.198225078,1.609437912,2.302585093,-0.004329358,1.196948189,-0.478035801,2.424802726,6
9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,2.251291799,-0.994252273,-0.653926467,0.693147181,-2.430418465,2.48490665,3.931825633,-0.003877508,1.190887565,-0.544727175,2.406945108,6
6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,1.85629799,-0.562118918,-2.120263536,0.832909123,-2.120263536,3.218875825,3.583518938,-0.004821605,1.244154594,-0.342490309,2.424802726,7
8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,2.079441542,-0.527632742,-2.995732274,0.693147181,-2.419118909,2.48490665,3.465735903,-0.002653517,1.211940974,-0.494296322,2.302585093,5
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,2.140066163,-0.755022584,-1.30933332,0.641853886,-2.847312268,2.890371758,3.63758616,-0.004831654,1.150572028,-0.162518929,2.406945108,6
7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,1.960094784,-0.579818495,-1.966112856,0.470003629,-2.551046452,1.945910149,2.890371758,-0.004088346,1.184789985,-0.478035801,2.2300144,5
6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,1.887069649,-0.562118918,-3.912023005,0.741937345,-2.162823151,1.791759469,2.772588722,-0.003466,1.217875709,-0.371063681,2.251291799,5
8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,2.174751721,-1.30933332,-0.94160854,0.693147181,-2.302585093,2.995732274,3.295836866,-0.004550337,1.147402453,-0.371063681,2.415913778,6
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,2.140066163,-0.755022584,-1.30933332,0.641853886,-2.847312268,2.890371758,3.63758616,-0.004831654,1.150572028,-0.162518929,2.406945108,6
8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,2.116255515,-1.078809661,-0.916290732,0.875468737,-2.733368009,3.17805383,3.871201011,-0.004469975,1.205970807,-0.15082289,2.397895273,6
9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,2.197224577,-0.967584026,-0.891598119,0.875468737,-2.273026291,1.791759469,2.302585093,-0.003967862,1.141033005,-0.544727175,2.4765384,7
8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,2.140066163,-0.415515444,-1.609437912,0.741937345,-2.3330443,3.135494216,4.727387819,-0.002673571,1.141033005,-0.733969175,2.219203484,5
9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,2.197224577,-0.916290732,-0.84397007,0.875468737,-2.688247574,3.36729583,3.828641396,-0.005716307,1.16315081,-0.510825624,2.501435952,6
6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,1.902107526,-0.579818495,-2.407945609,1.064710737,-2.538307427,1.945910149,3.091042453,-0.00331549,1.241268589,-0.494296322,2.32238772,5
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,2.341805806,-1.347073648,-0.733969175,0.641853886,-2.718100537,1.791759469,2.302585093,-0.002763816,1.202972304,-0.139262067,2.388762789,6
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,2.341805806,-1.347073648,-0.733969175,0.641853886,-2.718100537,1.791759469,2.302585093,-0.002763816,1.202972304,-0.139262067,2.388762789,6
10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,2.312535424,-0.967584026,-0.693147181,0.875468737,-2.26336438,1.791759469,2.564949357,-0.003576388,1.16938136,-0.430782916,2.451005098,7
8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,2.140066163,-1.078809661,-0.820980552,0.530628251,-2.538307427,1.791759469,2.48490665,-0.003957822,1.25846099,-0.46203546,2.370243741,5
8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,2.174751721,-1.108662625,-0.891598119,1.774952351,-2.617295838,1.945910149,2.564949357,-0.003425862,1.193922468,-0.478035801,2.493205453,7
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,1.974081026,-0.891598119,-1.203972804,0.741937345,-2.488914671,3.555348061,4.276666119,-0.003004509,1.235471471,-0.653926467,2.240709689,5
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,1.974081026,-0.891598119,-1.203972804,0.741937345,-2.488914671,3.555348061,4.276666119,-0.003004509,1.235471471,-0.653926467,2.240709689,5
8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,2.128231706,-0.527632742,-1.237874356,0.955511445,-2.216407397,3.433987204,4.779123493,-0.001991983,1.147402453,-0.693147181,2.208274414,5
7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,1.945910149,-0.916290732,-1.139434283,1.280933845,-2.796881415,2.197224577,3.36729583,-0.005857119,1.187843422,-0.713349888,2.424802726,7
12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,2.501435952,-0.798507696,-0.713349888,0.336472237,-2.590267165,1.098612289,1.791759469,-0.003104815,1.141033005,-0.46203546,2.341805806,5
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,2.208274414,-0.693147181,-1.203972804,0.641853886,-2.733368009,2.079441542,2.833213344,-0.002262558,1.199964783,-0.342490309,2.351375257,6
9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,2.251291799,-0.15082289,-1.347073648,0.641853886,-2.538307427,2.564949357,3.33220451,-0.002884155,1.178654996,-0.478035801,2.302585093,5
7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,1.987874348,-0.653926467,-1.139434283,0.741937345,-2.659260037,3.931825633,4.248495242,-0.005837002,1.205970807,-0.198450939,2.557227311,6
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,2.208274414,-0.693147181,-1.203972804,0.641853886,-2.733368009,2.079441542,2.833213344,-0.002262558,1.199964783,-0.342490309,2.351375257,6
12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,2.501435952,-0.798507696,-0.713349888,0.336472237,-2.590267165,1.098612289,1.791759469,-0.003104815,1.141033005,-0.46203546,2.341805806,5
7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,2.00148,-0.544727175,-6.907755279,0.693147181,-2.748872196,1.945910149,2.397895273,-0.00438962,1.238374231,-0.544727175,2.424802726,6
9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,2.282382386,-1.078809661,-0.94160854,0.336472237,-2.718100537,1.098612289,1.945910149,-0.005314095,1.160020917,-0.597837001,2.433613355,7
7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,1.960094784,-1.021651248,-1.203972804,0.470003629,-2.525728644,3.555348061,4.248495242,-0.003074722,1.235471471,-0.693147181,2.240709689,5
7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,2.041220329,-0.94160854,-2.120263536,0.530628251,-2.3330443,2.944438979,3.295836866,-0.004048183,1.150572028,-0.713349888,2.240709689,5
9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,2.272125886,-1.220779923,-0.916290732,0.405465108,-2.617295838,2.63905733,3.044522438,-0.004449886,1.1442228,-0.673344553,2.388762789,6
7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,2.041220329,-0.94160854,-2.120263536,0.530628251,-2.3330443,2.944438979,3.295836866,-0.004048183,1.150572028,-0.713349888,2.240709689,5
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,1.960094784,-1.078809661,-1.272965676,0.693147181,-2.501036032,3.433987204,4.219507705,-0.003064691,1.238374231,-0.733969175,2.240709689,5
